"id";"swls_1_t1";"swls_2_t1";"swls_3_t1";"swls_4_t1";"swls_5_t1";"uls_1_t1";"uls_2_t1";"uls_3_t1";"uls_4_t1";"uls_5_t1";"uls_6_t1";"uls_7_t1";"uls_8_t1";"uls_9_t1";"awb_1_t1";"awb_2_t1";"awb_3_t1";"awb_4_t1";"awb_5_t1";"awb_6_t1";"demog_ses_t1";"party_affiliation_t1";"support_election2020_t1"
"FA20_6ST1I59HVNMX";6;6;5;7;2;2;3;4;1;4;3;4;1;4;1;2;5;3;5;5;7;4;2
"FA20_6U9V12S0I4HZ";4;4;4;6;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;7;2;2
"FA20_6WGF70A8NLNM";5;5;5;5;5;4;3;2;4;2;3;2;4;3;3;5;4;2;3;3;7;2;2
"FA20_6XZZ2LU7HWLW";6;6;6;6;6;1;3;3;2;4;3;2;3;2;4;2;4;1;4;4;9;4;2
"FA20_6Z3DJ0GJO69M";5;6;5;4;6;3;3;3;3;3;3;3;3;2;2;1;4;1;3;5;9;3;2
"FA20_6ZPA5DM5RN1V";7;6;1;7;4;4;4;1;4;1;1;1;4;3;1;5;3;1;3;3;3;4;2
"FA20_701VVZX5J1BY";6;7;6;7;7;3;3;4;3;4;3;3;3;3;1;1;5;1;5;4;7;3;2
"FA20_71PAYX2EVP0K";5;4;4;5;4;3;3;3;3;3;3;3;3;3;3;4;3;4;3;2;7;1;1
"FA20_73FSNKVTC24V";2;6;2;2;2;3;4;4;3;4;4;4;3;3;2;4;4;3;3;4;8;2;2
"FA20_76Y2OQ1BCCNM";4;3;4;5;2;3;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;1;1
"FA20_7CTRIIMK3C79";3;3;5;5;5;3;3;3;4;3;2;3;3;3;4;5;4;4;3;3;6;2;2
"FA20_7H5R3X5OMG7W";4;2;2;2;3;2;2;2;3;3;3;2;3;4;4;4;3;3;2;3;6;4;2
"FA20_7I3X1ETG9CP6";2;5;4;2;4;3;2;3;3;4;3;3;3;4;3;4;4;4;2;4;7;3;3
"FA20_7IGT49NYPIEZ";1;2;1;1;1;4;1;2;4;2;2;2;4;3;3;5;1;5;1;2;4;2;2
"FA20_7JQMSVAWVKEC";6;6;6;5;6;2;4;3;1;3;4;4;1;4;1;1;5;1;4;4;5;4;3
"FA20_7KMPJ7HZWJCJ";4;5;5;4;4;2;3;4;2;4;3;4;2;3;3;3;5;3;4;4;7;3;3
"FA20_7LEAL4COSLLI";5;6;7;7;7;2;4;4;1;4;4;4;2;4;3;4;5;2;5;2;9;1;1
"FA20_7LTLZXLJF9GR";5;5;5;5;5;2;2;3;3;3;2;2;3;2;2;3;3;2;1;3;8;2;2
"FA20_7NRJMU01TS1O";5;4;6;6;5;1;3;3;3;3;4;3;3;4;1;2;4;2;4;3;6;2;2
"FA20_7Q3NQVFLPADM";6;5;6;7;5;2;1;4;2;4;4;3;1;3;2;3;3;2;3;3;5;1;1
"FA20_7QWVRM603IBY";2;2;3;2;2;4;2;3;3;3;3;4;4;3;2;5;2;3;3;3;5;2;2
"FA20_7RK3U01JNCD2";3;3;5;7;4;2;3;3;2;4;4;4;3;3;4;5;4;4;3;2;NA;2;2
"FA20_7SMV63D6FI09";1;4;1;1;1;4;2;2;4;2;3;3;4;2;4;5;2;4;3;2;3;3;2
"FA20_7T6T7JJ5OIFT";3;4;3;3;4;4;2;3;4;3;2;2;4;2;2;4;3;3;2;1;6;2;2
"FA20_7TQYSH1SLOMY";5;5;5;6;3;3;3;4;3;4;3;4;3;4;2;3;4;2;4;2;7;1;NA
"FA20_7USHPLDFQQ53";5;4;6;5;5;2;3;4;2;4;3;3;3;3;2;3;3;2;2;2;6;2;2
"FA20_7V0HSGY9WR1K";5;4;5;5;7;3;4;3;3;4;4;4;3;2;3;5;3;2;4;1;6;2;2
"FA20_7V9LA6ENG4R7";5;5;7;6;4;3;3;4;3;4;4;4;2;3;1;3;4;2;4;2;8;1;2
"FA20_7WMZAFWX57OC";4;4;5;5;4;2;3;3;1;3;4;3;1;4;1;2;4;1;3;3;6;2;2
"FA20_7XDOBZF1GIAL";3;5;6;6;6;3;3;3;3;3;3;2;3;3;2;4;3;3;2;2;7;2;2
"FA20_812GTG5NJGYH";5;5;5;5;4;3;3;3;3;3;2;3;3;3;3;3;2;3;3;2;3;2;2
"FA20_81SANHVE0RI3";1;2;2;4;2;3;3;3;3;3;3;3;3;3;3;4;2;3;2;1;8;1;1
"FA20_81WPRP0U0X8I";6;6;7;6;5;2;4;4;2;4;4;4;2;4;1;4;4;1;3;2;9;1;1
"FA20_8251MH4GKSGS";5;3;5;5;7;4;3;3;4;3;3;3;3;3;1;5;3;4;4;5;5;2;2
"FA20_82SBYBD3CO4J";3;3;5;6;3;2;4;4;2;4;3;4;1;3;2;3;4;2;4;3;10;2;2
"FA20_85PCQ5ARXKBK";2;2;2;2;2;4;2;2;4;3;3;2;4;2;2;4;2;4;3;2;7;2;2
"FA20_863EEDKBJ7BL";7;7;7;7;7;2;3;4;2;4;3;4;2;3;3;4;5;4;5;2;6;4;2
"FA20_88QEHRWB8GLI";2;2;5;1;2;3;4;4;3;4;3;4;2;3;2;4;5;3;4;3;7;4;2
"FA20_89I88TVVSR20";5;6;6;5;7;3;4;3;3;3;4;2;2;3;2;4;4;1;4;4;5;2;2
"FA20_8CBPTS52O0XI";5;6;6;4;7;4;3;2;3;3;4;3;3;2;1;3;4;3;2;3;8;2;2
"FA20_8CS9X1UANROG";5;5;5;5;3;4;3;3;3;3;3;3;3;3;1;2;4;3;3;5;8;2;2
"FA20_8DR420GF3EMC";2;3;2;4;2;4;2;2;3;3;3;2;4;3;1;5;2;3;1;3;8;2;2
"FA20_8I14VMZZFXV5";5;7;5;6;6;3;4;4;3;4;4;4;3;4;2;5;5;4;5;4;9;1;1
"FA20_8I9XG129GQJ5";4;5;5;5;6;4;3;3;3;3;3;2;3;3;4;4;3;3;2;1;3;2;2
"FA20_8K9JU9W15YXL";6;6;6;6;6;2;3;3;3;4;3;3;3;3;1;4;3;3;4;2;9;1;1
"FA20_8KD6XABSI5GT";5;3;4;3;3;2;3;2;3;3;3;2;2;3;3;4;2;2;3;1;4;2;2
"FA20_8KU42O5A2GDH";2;5;3;5;3;3;2;3;3;2;2;3;3;3;2;4;3;4;3;2;4;2;2
"FA20_8NTFF7PL11T6";5;6;6;6;5;2;3;4;2;4;3;4;2;4;1;2;5;1;4;3;8;2;2
"FA20_8Q6WNWSPCPFQ";6;6;6;5;7;2;3;4;2;4;3;4;2;4;1;2;5;1;4;4;8;3;2
"FA20_8T53PER4PQL2";1;1;1;1;1;4;1;3;4;3;2;2;4;3;3;5;1;5;1;2;3;2;2
"FA20_8UHGH89F82PS";6;6;5;1;2;3;3;4;3;4;4;3;3;4;3;5;5;3;4;5;8;2;2
"FA20_8VDVM45JBZAL";4;4;5;5;5;2;2;4;2;3;1;3;3;3;3;4;3;3;2;4;8;4;3
"FA20_8WNH9ET55K7S";5;6;6;3;2;1;3;3;2;4;3;3;2;3;1;2;5;1;4;5;8;2;2
"FA20_8WWA9W3KRSG4";3;3;6;6;6;1;3;4;2;4;4;4;1;4;1;1;4;2;5;3;6;4;2
"FA20_8YOENUQPD6SM";6;7;7;4;7;2;3;2;3;2;4;4;2;4;1;4;5;1;5;2;8;2;2
"FA20_8YVN6JVPLYO1";5;5;6;6;6;2;3;4;2;4;3;4;2;3;1;3;4;2;3;4;8;2;2
"FA20_90VP07QT3SBM";3;3;2;2;2;3;3;3;3;3;3;2;3;3;2;3;2;1;1;2;6;2;2
"FA20_91M0FUTAFC75";1;4;3;5;1;2;3;1;4;2;3;3;4;3;4;5;3;3;4;1;7;3;2
"FA20_954QYIUUOXNG";3;4;3;5;3;3;3;4;3;4;4;4;3;4;4;5;3;4;3;1;7;2;2
"FA20_96H0WZG6OI8L";6;6;6;5;3;2;4;4;1;4;4;4;2;4;1;3;5;3;4;1;6;2;2
"FA20_97FAF9VZ734C";6;5;3;7;5;2;4;4;3;4;3;3;2;4;1;5;5;2;5;2;8;3;1
"FA20_97TNS17VC9BK";2;3;4;1;3;3;2;3;3;3;2;3;3;3;3;4;2;5;2;2;8;2;2
"FA20_98KNCOM93IUT";3;4;3;3;5;2;2;3;3;2;3;2;3;3;2;3;3;3;2;3;7;4;2
"FA20_9AZVNJP8HWU1";2;2;3;2;2;4;4;3;3;3;3;3;3;3;4;5;5;4;5;2;7;2;2
"FA20_9BL2PZESF2TP";2;3;3;4;2;3;3;4;2;4;4;4;3;3;1;5;3;4;3;2;7;2;2
"FA20_9CMAAWSSU2M6";3;1;2;2;2;3;2;3;3;3;3;3;3;3;4;5;3;4;3;1;4;2;2
"FA20_9DHP4DQ81LYG";2;6;6;4;3;2;4;4;2;4;4;3;1;4;4;5;5;3;5;2;4;2;2
"FA20_9DMW3O6RBU8Y";1;4;2;2;1;3;3;4;3;4;3;3;3;3;1;3;2;3;3;1;7;1;2
"FA20_9DP57ZNQX5Q4";6;7;7;5;6;3;3;4;2;4;3;3;1;4;1;3;5;1;4;3;7;4;2
"FA20_9E9JHCJOHPFR";6;7;3;2;2;3;4;3;3;3;2;3;3;4;1;2;3;4;2;4;9;3;3
"FA20_9G0OCA1D4562";2;4;2;1;1;4;1;2;4;2;2;2;4;1;2;4;2;5;2;2;6;2;2
"FA20_9GVFG0B0NAL1";5;5;6;6;5;3;4;4;3;4;4;4;3;4;2;5;4;3;4;2;5;2;2
"FA20_9GVI561L38ZC";3;7;5;3;1;1;4;3;2;4;3;4;2;3;2;3;5;2;4;3;6;3;2
"FA20_9I0VRROSCMQI";6;6;6;6;6;3;3;4;4;4;3;3;3;3;1;2;4;3;3;2;8;2;2
"FA20_9KEH57BENC46";2;6;2;6;2;3;3;2;3;3;2;3;3;2;3;4;2;4;4;3;8;1;1
"FA20_9LAZI904NJ1W";5;5;6;5;7;3;4;4;2;4;4;4;2;4;3;2;5;2;4;4;7;1;1
"FA20_9M6LKHMPM0OZ";1;1;1;6;5;4;1;3;4;3;1;2;4;1;1;4;3;4;3;1;7;2;2
"FA20_9MANZMHCN9NR";5;6;6;6;6;3;3;3;3;4;3;3;3;4;2;3;5;1;4;4;7;3;2
"FA20_9MGG93WERHME";3;3;5;5;7;3;3;2;3;2;3;3;4;3;2;3;3;3;1;3;6;1;2
"FA20_9MQL65T7DKK1";5;6;5;5;4;3;3;3;2;4;3;2;3;3;2;1;3;2;4;3;5;2;2
"FA20_9NF7H961AUTQ";5;3;5;5;6;2;4;4;3;4;4;4;3;4;2;3;4;3;3;2;7;2;2
"FA20_9PSTJPUUV1IM";6;5;6;6;5;3;3;4;3;4;3;4;3;4;3;4;3;2;4;3;7;1;1
"FA20_9TNN6A8SXKWB";3;5;5;2;1;4;2;2;4;2;2;2;4;1;3;4;3;3;3;2;5;1;1
"FA20_9UKX9QTDOMSF";2;4;2;3;1;3;3;3;3;3;2;2;3;3;3;4;4;4;3;2;7;3;2
"FA20_9WU7RRWX3TH1";4;2;4;4;2;3;3;3;4;3;3;3;4;3;2;5;3;3;2;1;NA;1;1
"FA20_9YDII9SD82PC";3;3;3;2;1;3;3;3;4;3;3;2;4;1;3;4;2;4;2;4;6;2;2
"FA20_9ZG6SPVQ7VRD";5;5;3;5;5;3;3;3;2;3;3;3;3;3;2;4;4;3;4;1;2;2;2
"FA20_A0QQRT82LN89";4;4;5;5;3;4;1;2;4;2;1;2;4;1;2;3;3;3;2;1;2;2;2
"FA20_A1UMZQUNIFXE";2;2;3;2;6;4;2;3;4;3;2;3;4;1;3;5;2;4;3;2;5;2;2
"FA20_A4LFLGBYOHPQ";3;3;5;5;6;3;4;4;2;3;3;3;2;3;3;5;3;2;3;1;7;2;2
"FA20_A590VJ2J2K2J";4;4;4;4;3;1;4;4;2;4;4;4;2;4;5;5;3;4;4;3;4;2;2
"FA20_A5TM3TWULCC7";3;2;2;5;4;2;3;4;3;4;4;4;3;3;3;4;3;3;1;3;4;2;2
"FA20_A76172WE4GY1";4;5;5;5;6;2;3;3;3;3;3;3;3;3;3;4;4;4;3;4;6;4;NA
"FA20_A983T30F3EWT";2;3;1;3;1;4;2;2;4;3;2;3;4;3;1;4;3;5;3;3;5;2;2
"FA20_ABG4YOJS1F01";2;5;2;5;2;3;3;3;2;3;3;3;2;4;2;5;3;3;3;4;6;4;2
"FA20_ABIE02B4NYUW";5;5;6;5;7;3;3;4;2;4;4;4;2;3;1;2;5;1;5;5;6;4;1
"FA20_ACKJM8X7MFQA";6;6;6;2;6;2;4;4;2;1;2;2;3;4;3;3;4;1;5;4;8;4;2
"FA20_ADLE419DM0LX";1;1;1;1;3;3;2;1;4;1;2;1;4;3;3;4;1;4;1;2;3;4;2
"FA20_AELBLBYS1KCR";5;2;5;3;3;2;3;3;3;4;4;3;2;4;2;3;4;2;4;2;5;2;2
"FA20_AF5OESQKIFS7";4;5;3;3;2;3;3;3;4;3;3;4;4;3;2;4;3;4;3;3;6;2;2
"FA20_AGH9D6Z2B21F";6;4;5;6;5;2;3;4;2;4;4;4;1;4;1;2;4;2;4;5;6;1;1
"FA20_AH4DKWEE3Q7I";2;2;2;2;2;4;2;3;3;3;2;2;3;3;3;5;2;4;3;2;6;2;2
"FA20_AIR80XKSD13Z";2;3;3;3;2;3;2;3;2;3;3;3;2;3;4;3;2;2;2;2;6;4;2
"FA20_AKVZEC4VMVL7";5;5;6;4;3;2;4;4;2;4;3;4;2;4;4;2;5;2;5;4;7;1;1
"FA20_ALSSYPJ883QK";7;5;5;3;2;4;3;2;3;2;3;2;4;1;2;5;3;4;4;2;4;2;2
"FA20_AN2Z9BDAM4WU";7;7;7;7;7;2;2;3;2;4;2;3;2;3;1;1;4;1;4;5;9;3;3
"FA20_AN3YPS0CBOYL";2;5;6;3;6;3;3;4;2;4;3;3;2;4;2;3;4;2;2;4;5;4;2
"FA20_AN40U9G5V5TF";3;6;3;3;3;3;4;4;2;4;4;4;2;4;2;2;4;3;3;3;4;2;2
"FA20_ANBJGSMP5D0H";6;5;7;6;6;2;4;4;2;3;3;4;2;4;1;3;4;1;4;3;3;1;1
"FA20_AQA3E69Y4VPW";2;5;6;6;6;3;3;4;2;4;4;3;3;4;4;3;5;3;3;4;5;3;2
"FA20_AQQXGP94XOGR";2;2;2;2;5;1;4;4;3;4;2;2;4;4;2;5;3;4;3;1;4;2;2
"FA20_ARFOYD0VNDQB";2;6;2;5;1;4;2;2;4;2;3;3;4;3;3;4;2;4;2;5;8;2;2
"FA20_ASLQ0IUWBWL9";3;2;3;3;3;3;2;2;3;2;2;3;3;1;1;3;3;2;3;3;4;2;2
"FA20_ASN44ZKMEEUL";5;6;5;6;3;4;2;3;3;3;4;3;3;3;2;3;4;4;3;3;6;4;2
"FA20_AU4094P5XZIR";3;3;2;6;6;3;3;3;2;3;2;3;3;3;3;4;3;4;1;3;8;2;2
"FA20_AUN9TM7MZOKQ";6;7;7;7;2;3;2;4;3;4;4;3;3;3;1;3;5;1;5;4;7;2;2
"FA20_AUVDM3655JWU";5;6;5;6;7;3;3;2;3;2;3;3;2;3;1;3;4;4;4;2;7;2;2
"FA20_B2CDMKUHXVI4";6;5;6;5;4;3;4;3;3;2;2;2;4;3;1;3;5;2;4;5;5;4;3
"FA20_B2I7BX9MDSRD";3;3;4;4;1;3;1;4;4;4;2;2;4;2;2;5;2;4;1;2;5;2;2
"FA20_B3U36GT9HAHV";2;5;3;2;1;4;2;2;2;3;3;2;3;3;1;4;3;3;2;2;6;4;2
"FA20_B6BJ7B52KXCB";6;7;7;7;7;3;2;4;3;4;4;4;1;3;1;5;5;1;5;1;8;2;2
"FA20_B79VK1D8FR0Q";2;6;5;4;2;3;2;3;2;3;3;3;3;3;2;5;3;5;3;2;2;2;2
"FA20_B7SG860J20H3";3;3;4;5;1;3;3;3;3;3;3;3;4;3;3;4;3;4;3;3;4;1;1
"FA20_B7VJKBEZX1DO";3;3;6;6;3;3;3;3;3;4;4;4;4;3;4;5;2;5;2;1;2;2;2
"FA20_B86L645P06RU";4;4;5;5;1;4;3;4;3;3;3;3;3;3;3;5;4;4;3;2;7;4;2
"FA20_BCXX38WH75CQ";7;6;6;6;5;3;4;4;2;4;4;4;2;4;2;4;5;2;5;5;8;2;2
"FA20_BD56GYH726G4";5;6;6;5;2;2;4;3;2;3;4;3;2;4;2;3;4;1;4;3;7;2;2
"FA20_BK8NXRY5R5U1";2;4;4;1;3;3;2;3;2;3;2;3;3;2;3;4;4;4;2;4;9;2;2
"FA20_BKHD1XGMYN0G";3;5;5;6;6;4;3;4;2;4;3;4;4;4;3;5;5;5;4;3;8;2;2
"FA20_BKU9G7QW1IUX";5;5;4;6;6;3;2;3;3;4;2;3;3;4;2;3;3;3;2;2;8;2;2
"FA20_BLHC5JG1OGX6";2;3;2;2;2;3;3;2;4;3;4;2;4;1;2;5;3;5;3;1;6;2;2
"FA20_BMG32UYY9DFN";5;5;6;3;3;2;3;4;3;3;3;3;3;3;3;3;4;3;2;2;8;4;1
"FA20_BNF00PO74DQ9";4;5;3;6;1;2;4;4;2;4;3;4;3;3;3;5;3;2;3;1;8;1;1
"FA20_BOTXJ03SMJTM";4;4;5;5;2;3;3;4;4;3;3;3;4;3;5;5;2;5;2;1;7;2;2
"FA20_BP7U0HPV6NDH";2;5;5;3;7;4;2;3;4;2;2;3;4;3;4;4;4;3;4;4;7;4;2
"FA20_BRA7PB0WKPEQ";6;6;6;5;3;3;4;4;2;4;4;4;3;4;3;4;4;2;4;3;5;1;1
"FA20_BTTLK1OQTUIQ";5;7;5;6;7;2;4;2;2;1;3;3;2;4;3;3;3;2;4;3;10;1;1
"FA20_BTWUI3ONY543";2;4;3;4;2;4;3;3;4;3;3;2;4;3;5;3;3;5;1;3;5;2;2
"FA20_BVDK46OJ8ZEV";3;3;5;6;6;3;3;4;2;4;4;3;2;3;1;2;3;1;2;2;6;2;2
"FA20_BWQTF0LY0CH8";5;4;6;3;5;4;3;2;4;2;4;2;3;3;1;5;2;3;2;2;4;2;2
"FA20_BXIE1IV8SHYD";5;5;4;5;7;2;3;4;2;4;4;3;2;3;2;5;4;2;3;2;9;3;3
"FA20_BYP9MYTYW1Q8";6;6;6;5;4;3;4;4;3;4;3;4;3;4;1;3;3;2;4;2;8;2;2
"FA20_C0DN3CHVUS3V";2;3;3;4;2;4;3;3;3;3;3;3;4;3;2;3;2;3;1;1;4;2;2
"FA20_C1GW9VAA0VYW";5;5;4;5;4;3;2;3;3;3;3;3;3;2;4;4;3;4;3;2;6;2;2
"FA20_C5966DTA4PQ1";3;5;3;3;2;3;3;2;3;3;3;3;3;2;1;3;3;2;3;3;9;2;2
"FA20_C63EK788L5Z1";6;2;5;5;6;2;4;4;2;4;4;4;3;4;4;5;5;5;5;2;4;2;2
"FA20_C6Q6X42M5QLG";5;6;5;5;6;3;2;3;3;4;2;3;3;3;2;2;4;4;4;5;6;1;3
"FA20_C7X3L5XFW9GG";3;7;5;6;2;3;2;4;2;4;3;2;2;4;3;4;5;1;4;5;10;1;1
"FA20_C84W8ZY8QZHK";4;3;4;2;3;3;3;3;2;3;3;4;3;4;2;4;4;4;5;3;6;1;1
"FA20_CBRV4WEV3QIK";5;5;5;7;7;3;4;4;3;4;3;4;3;3;3;3;4;3;4;2;3;2;2
"FA20_CD041ROQM4SC";1;2;1;2;1;3;3;3;4;4;4;2;3;3;5;5;3;5;2;2;6;2;2
"FA20_CED6HXFGY75U";2;3;3;3;6;3;3;3;3;2;4;3;3;4;3;2;2;5;3;3;7;2;2
"FA20_CFEQCWUYTXE8";3;5;5;6;2;2;3;3;3;3;3;3;3;2;1;4;4;3;4;4;9;2;2
"FA20_CFPSWBWW8ZHS";5;7;7;7;6;2;3;4;3;4;4;4;2;4;2;2;5;2;4;3;7;2;2
"FA20_CJ05SVD6ZM57";2;2;4;2;4;3;4;3;2;4;4;4;2;3;2;3;2;3;2;2;8;2;2
"FA20_CJPUPNZQFGHC";3;3;3;5;4;3;2;3;3;3;2;3;3;2;2;4;3;3;3;3;7;2;2
"FA20_CK54W46WDWLO";3;5;6;7;7;3;3;4;3;4;2;2;3;4;4;4;4;3;2;1;8;1;1
"FA20_CNDGQ6V49E2D";5;6;6;5;7;4;4;4;3;3;3;4;3;3;2;4;4;4;5;4;7;3;3
"FA20_CO34FWPBN86Y";6;6;6;5;5;2;4;3;3;4;4;3;3;3;2;3;5;3;5;3;9;1;1
"FA20_CP8TJG53YKSS";2;3;2;1;1;4;3;2;3;2;2;1;3;3;1;2;4;3;5;4;5;2;2
"FA20_CPKHDJK7YBIV";4;7;5;3;2;2;3;4;3;4;4;4;3;3;1;4;3;1;3;2;4;2;2
"FA20_CQ4O0ZFFXZ6C";6;6;6;6;6;2;4;4;2;4;4;4;2;4;1;3;4;3;2;4;9;2;2
"FA20_CQN59WLEYTF4";3;2;2;1;1;4;2;2;3;1;1;2;4;1;2;5;2;4;2;3;9;2;2
"FA20_CT7O3MP9321M";6;7;7;7;4;1;4;4;3;4;3;3;3;4;1;3;5;3;5;4;5;2;2
"FA20_CVORCMHQ81A3";6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;3;5;3;4;4;8;1;1
"FA20_CVX20PNW9FB8";6;5;6;5;2;1;3;3;2;4;4;3;2;4;1;3;5;4;4;3;7;2;2
"FA20_CY0PNTFA0VKC";2;5;5;3;1;4;2;2;4;3;1;2;3;1;4;5;4;4;1;1;8;2;2
"FA20_CYJ3LJ1VEAUY";2;2;2;6;2;4;4;3;3;4;3;2;4;3;2;5;3;3;3;1;9;2;2
"FA20_CZEQAEPWUTFC";6;4;6;6;5;4;3;3;3;3;3;3;3;3;2;3;4;4;4;3;5;2;2
"FA20_CZW7MY4IZZ4B";2;2;4;2;4;3;3;4;2;4;3;2;3;2;2;3;3;3;2;4;4;3;2
"FA20_D0FON874RTYH";2;3;5;4;3;2;3;3;2;3;3;4;2;3;3;5;4;3;2;3;5;2;2
"FA20_D2Y5VNCBLHYG";2;3;5;5;2;3;4;4;3;4;3;3;2;4;2;4;4;3;3;3;5;2;2
"FA20_D3MHDI7RH9YT";3;5;3;6;5;3;3;3;4;4;2;3;3;2;2;3;4;5;3;2;4;2;2
"FA20_D4094G0BWCCM";3;2;5;5;3;3;3;3;2;3;3;3;2;4;1;2;4;2;4;3;4;2;2
"FA20_D54124WPYK9G";5;5;6;2;4;2;4;4;2;3;3;4;2;4;2;4;5;2;4;3;8;4;NA
"FA20_D5YFEVJ7RK0P";1;2;1;2;2;3;1;2;2;3;2;2;4;2;5;4;2;2;1;1;6;2;2
"FA20_D6PX49DTTAP8";5;6;6;5;3;3;4;4;3;4;3;3;2;4;3;4;5;2;5;3;7;2;2
"FA20_D7SOY3TAXQS8";6;6;5;5;5;3;3;4;2;4;3;4;2;4;5;4;4;4;3;3;6;1;2
"FA20_D9AVU0KKF9FT";6;5;4;6;6;2;4;3;2;3;3;2;3;4;2;4;5;2;4;3;8;1;1
"FA20_D9V3JEJ4C1XS";5;5;5;3;2;3;3;3;3;3;2;2;3;2;2;3;4;3;4;4;7;2;2
"FA20_D9W5JDT2C66P";3;5;6;6;5;1;4;4;3;4;4;4;2;4;2;3;5;1;4;4;7;2;2
"FA20_DA7WNR6UUJGI";2;3;5;5;5;3;2;3;3;3;3;3;3;3;5;5;2;5;1;3;5;2;2
"FA20_DBQWRNUXUV24";6;6;6;6;6;2;3;4;2;4;3;4;2;4;2;1;5;2;5;5;10;1;1
"FA20_DCO41FJ6HLAS";4;5;5;4;5;3;4;3;2;4;4;3;3;3;1;2;4;1;4;3;3;1;1
"FA20_DDC7UGAGP61A";3;3;1;4;6;3;3;4;2;4;4;2;3;4;5;2;2;3;2;1;7;2;2
"FA20_DEG7HODSX130";5;5;5;4;6;3;4;3;2;4;3;3;4;2;2;5;4;3;4;3;5;2;2
"FA20_DEUK28N4GXRQ";5;4;6;6;4;2;4;4;2;4;4;4;2;4;2;5;4;1;4;4;6;2;2
"FA20_DGJUHK1XXFIJ";2;6;5;4;1;3;3;2;3;2;2;2;3;3;1;3;4;3;3;2;9;3;2
"FA20_DGRW61Y4U6C3";1;2;2;2;2;3;3;2;4;4;3;3;3;2;3;5;2;4;3;2;4;4;3
"FA20_DGVZOFW1D4XC";6;3;3;5;7;3;3;4;4;3;3;4;4;3;1;2;5;3;3;1;6;2;2
"FA20_DHJ0207UOSM6";3;6;5;6;2;4;4;4;3;4;4;4;4;2;3;5;5;3;5;1;8;1;1
"FA20_DNTDYGYIOMZ7";2;2;3;2;2;4;2;3;3;2;2;3;4;3;4;5;3;4;2;2;5;4;2
"FA20_DO8ZMRUU58D3";5;4;3;5;5;3;4;4;2;4;4;4;2;4;3;5;4;4;3;2;6;2;3
"FA20_DS7BKP11Z4QL";4;5;6;5;6;3;3;4;3;4;3;2;3;3;3;4;3;3;2;1;7;2;2
"FA20_DTJBEGDMZRNF";6;5;6;6;3;3;3;4;3;3;3;4;3;3;1;4;5;2;3;3;4;4;1
"FA20_DTWV803T8KN8";5;4;3;6;6;2;3;4;3;3;4;3;3;3;1;5;3;3;2;1;6;2;3
"FA20_DX6YK0GPH07B";2;6;3;6;5;2;3;4;3;4;2;2;3;2;3;4;3;3;3;1;9;2;2
"FA20_DXBSDNHTYVN6";3;3;5;4;1;3;3;4;3;4;4;3;3;3;1;2;4;1;4;3;7;4;3
"FA20_DXC0A52M4Z5P";2;6;6;2;5;3;2;4;2;4;4;2;3;3;1;3;5;3;3;3;5;2;2
"FA20_DZ9KY0STG8LV";1;2;2;4;1;4;3;3;3;3;3;3;4;3;3;4;2;5;2;3;5;2;2
"FA20_E06A279TUX7T";5;6;6;6;5;3;3;4;2;4;3;4;2;4;2;3;4;1;4;4;8;4;1
"FA20_E1NQAZ6SZWDP";1;2;1;3;1;4;2;3;3;3;2;2;3;3;3;5;1;3;1;2;7;2;2
"FA20_E1V045X224Q4";5;4;5;6;3;4;2;2;4;3;2;3;4;1;4;4;3;4;3;3;6;1;2
"FA20_E35WVASWXPJA";1;5;5;4;1;3;2;4;4;4;2;3;3;3;2;4;4;4;2;1;6;2;2
"FA20_E37AYXBSA0TQ";5;7;6;2;5;2;4;4;2;4;4;4;1;3;2;4;5;2;5;3;7;2;2
"FA20_E4QF2SZ0AAIF";2;3;3;3;1;3;3;4;3;1;1;3;3;3;4;5;2;4;1;2;2;3;2
"FA20_E5MZCP47FWN1";3;6;5;5;3;4;2;2;4;2;2;2;4;3;2;5;2;5;3;1;8;2;2
"FA20_E7F3OFSY9D8P";3;3;4;2;3;4;3;4;3;3;3;3;3;3;2;4;3;3;2;2;8;2;2
"FA20_E7LR7MDFWYPV";4;3;3;4;2;4;3;3;3;3;3;3;4;3;1;4;3;5;1;2;5;4;2
"FA20_ECZQAHSRBV9D";2;2;5;6;2;4;3;4;3;3;3;3;4;4;1;4;4;3;2;3;6;2;2
"FA20_EDBY4H6OHPXO";4;5;6;6;6;3;2;4;2;4;3;3;4;4;1;5;3;5;3;1;8;2;2
"FA20_EEJKMC34WFDD";6;5;5;6;5;3;2;4;3;3;3;3;3;3;2;5;4;4;3;2;8;2;2
"FA20_EESFOOASN2S7";2;2;2;2;2;4;3;3;3;2;3;3;3;3;2;5;3;4;2;1;4;2;2
"FA20_EF1RKTNDNFY6";3;5;3;5;4;2;3;4;2;4;4;4;2;3;3;2;3;2;3;3;5;2;2
"FA20_EHC4CFK6GMGV";5;2;3;2;1;4;3;4;3;4;3;3;3;2;3;4;4;3;3;3;8;2;2
"FA20_EIDTL1K9N7F9";1;1;2;2;1;4;3;2;4;3;3;2;4;3;3;5;2;5;2;1;4;1;1
"FA20_EJ5FPLPXVT4U";2;5;6;5;3;4;2;1;3;2;2;2;4;2;3;5;2;5;2;1;3;2;2
