"id";"momentary_wellbeing_angry_ema";"momentary_wellbeing_worried_ema";"momentary_wellbeing_happy_ema";"momentary_wellbeing_sad_ema";"momentary_wellbeing_stressed_ema";"momentary_wellbeing_lonely_ema";"momentary_wellbeing_accepted_ema";"momentary_context_activity_ema";"momentary_context_social_media_ema"
"FA20_6PP5DS82IEEX";2;4;1;4;4;2;1;"1,2,18";NA
"FA20_BVDK46OJ8ZEV";1;2;3;1;2;1;3;"2,5,18";1
"FA20_Z6LPHLEK70GT";1;2;2;1;2;1;3;"2,5,12";1
"FA20_RC2GGPA3SKKB";1;1;4;1;2;1;3;"1,9,18";NA
"FA20_MQYZO6839IRX";2;4;2;3;4;3;4;"1,5,15,18";2
"FA20_VEN5WRRL8H3N";1;3;3;2;4;3;3;"1";NA
"FA20_1Y91NEDKRAM0";1;2;3;1;2;1;3;"1,2,4";NA
"FA20_NUZW4DJ2XVPD";1;1;2;1;1;2;NA;"4,11,13,15,18";NA
"FA20_JTBM2QUI8FZY";1;2;2;1;2;3;3;"2,4,5";1
"FA20_T51DYP8QZNQE";1;2;4;1;2;1;3;"1,4,5,7,11";4
"FA20_0KJDE7G10W70";1;1;4;2;1;1;3;"5,11";2
"FA20_SI9KMXLM53JD";1;1;4;1;1;1;3;"4,5,18";4
"FA20_7QWVRM603IBY";1;3;2;1;4;3;2;"5,19";3
"FA20_X1WH82CHGN9W";2;3;2;3;4;1;4;"1,2,4,5";1
"FA20_9DMW3O6RBU8Y";1;1;2;2;4;1;3;"2,12";NA
"FA20_ACKJM8X7MFQA";1;1;2;1;1;1;3;"9,18";NA
"FA20_EMJ4TRKA829K";1;2;2;1;2;2;2;"4,5,15,18";3
"FA20_BK8NXRY5R5U1";1;2;2;2;2;1;2;"1,2,4,5,18";1
"FA20_PEBARMZ4TXUL";1;2;2;1;2;3;2;"2,3,5,11,12,16,17,18";2
"FA20_TNJU6511GDY3";1;2;2;2;2;2;2;"1,5,10";1
"FA20_KJUUGEII0LOW";1;1;2;1;1;1;1;"18";NA
"FA20_UMTG2QH5XFWJ";1;1;3;1;1;1;3;"13";NA
"FA20_O68ZFNEWNF6A";1;2;3;1;2;1;2;"1,5";1
"FA20_ZMGS8WCKIZH0";1;2;4;1;2;1;3;"2,5,12";2
"FA20_H8V63Y4SKJVW";1;2;3;1;3;1;3;"1,18";NA
"FA20_UE5T3BFRY00W";1;3;3;1;3;1;4;"5,10,12,18";1
"FA20_ZE7N74JP3LHT";2;3;1;3;3;2;3;"1,2,18";NA
"FA20_4OJFZ518JSW1";1;2;4;1;2;1;3;"2";NA
"FA20_N7MVALVPXH4A";1;3;3;2;3;2;3;"2,3,9,18";NA
"FA20_AF5OESQKIFS7";1;1;4;1;2;1;2;"1,2,4,5,7,18";2
"FA20_K658BGZTQ0GG";1;1;4;1;2;1;4;"1,2";NA
"FA20_8NTFF7PL11T6";1;1;3;1;2;2;3;"2,5,9,12";1
"FA20_WNKZLDYDL0GS";2;3;3;2;3;2;3;"1,2,4,5,7,15,18";1
"FA20_UJJHAA9L7IOJ";1;2;2;1;3;1;NA;"2,4";NA
"FA20_JEPC7IYEL2JT";1;1;3;1;3;1;2;"6,7,12";NA
"FA20_1JDDLHMVB4ML";1;1;4;1;2;1;3;"19";NA
"FA20_ADLE419DM0LX";1;1;1;1;1;1;1;"1,2,12,19";NA
"FA20_VPXXIVB39G1A";2;4;2;2;4;4;2;"1,5,15,18";4
"FA20_A5TM3TWULCC7";1;1;1;1;1;1;1;"15";NA
"FA20_7USHPLDFQQ53";1;1;3;1;3;1;2;"2,11";NA
"FA20_K2C0RQ48JV5F";1;1;4;1;2;1;3;"2,4,5,10,18";1
"FA20_V81KWOHA7DG1";1;2;3;2;2;4;2;"2,4,5,11";2
"FA20_3R4GFERH2ZKT";1;2;4;1;2;1;4;"2,4";NA
"FA20_F4E3C9V02ZNX";1;2;3;1;2;1;NA;"2,4,5,7,10,18";2
"FA20_XJ4HDRW4ZIND";1;2;2;2;3;2;2;"1,2,5,12,18";1
"FA20_J3XX7NX7M0J4";1;1;2;2;3;2;3;"1,2,18";NA
"FA20_VNAFWFKQ9MYY";1;1;4;1;3;1;3;"1,2,5";1
"FA20_11G699LZZFCO";1;2;2;2;3;2;2;"2,5";1
"FA20_241JGPZFPSRT";1;4;2;2;4;2;2;"2,4,5,11,18";1
"FA20_PI9Z0PSXLREI";1;2;2;2;3;3;2;"2,5,7,12,18";2
"FA20_NNPDRYCMGX5B";1;4;1;1;4;2;1;"4,5,12";3
"FA20_M1U2JUOEEPA0";1;2;2;1;3;2;2;"2,5,7,15,18";3
"FA20_LWX7A80A9ADY";1;4;1;1;4;2;1;"2,9,10,11";NA
"FA20_ZIIE44702YIB";1;3;3;2;4;2;4;"1,2,4,5,12,15,18";2
"FA20_R7K408JV0A6I";1;4;2;4;4;3;4;"4,5";4
"FA20_AN40U9G5V5TF";3;3;2;2;3;3;3;"2,5,10,18";1
"FA20_1HCM9SEFIRTT";1;2;3;1;2;1;2;"2,5,18";1
"FA20_C6Q6X42M5QLG";1;4;2;1;4;1;2;"2,3,5,6,15";2
"FA20_XH49Y8HW414C";1;2;3;1;2;1;3;"2,9";NA
"FA20_8DR420GF3EMC";1;4;2;2;4;2;2;"1,4,5";2
"FA20_JRSWVQ4LUIUO";1;1;3;1;2;1;2;"1,2,3,4,5,11,15,18";1
"FA20_MKHE2260V697";1;2;2;2;3;3;3;"1,4";NA
"FA20_5HEE35323MCE";1;2;3;1;3;1;2;"5,12,15,18";3
"FA20_71PAYX2EVP0K";1;4;3;2;4;2;2;"2,5";1
"FA20_J3KXST2VE4WF";1;2;2;3;2;3;1;"2,5,9,18";2
"FA20_KDGDWJNY69CP";1;2;2;1;2;2;2;"2,9,18";NA
"FA20_VG2M51C5SYUV";1;2;3;1;2;1;2;"2,4,5,17";1
"FA20_QZX3ZSSFSQ0C";1;2;2;1;3;1;NA;"2,4,5,10";1
"FA20_CPKHDJK7YBIV";1;2;1;1;3;1;2;"1,4,18";NA
"FA20_CT7O3MP9321M";1;1;4;1;2;1;4;"1";NA
"FA20_ONXPBM7709WW";1;1;3;1;1;1;4;"5,15,18";3
"FA20_D9W5JDT2C66P";1;1;4;1;2;1;3;"5,18";3
"FA20_K488SKPI1XJO";1;1;4;1;1;1;4;"1";NA
"FA20_40B6HLDKY70U";1;1;1;1;2;1;1;"11";NA
"FA20_XLX1V6SZ8A2N";1;2;4;1;4;1;3;"1,2";NA
"FA20_PMBBB66IPQMR";1;1;3;1;2;1;3;"2,5";1
"FA20_8WNH9ET55K7S";1;1;2;1;1;1;2;"2";NA
"FA20_GL29K8ZGOYU5";1;1;3;4;1;3;1;"8,12";NA
"FA20_1TBYODQK130K";1;2;1;1;3;3;3;"1,2";NA
"FA20_XZX7ZXXEVZ8D";1;2;3;2;2;1;4;"2";NA
"FA20_5WPU4OHE3QWT";1;3;2;1;3;2;1;"2,12";NA
"FA20_6P7ZDV2NURY7";1;2;2;1;4;1;2;"4,5,18";2
"FA20_7H5R3X5OMG7W";2;3;3;1;3;2;2;"5,12,13,18";1
"FA20_35QXODH78SNR";1;2;4;2;4;3;4;"1";NA
"FA20_7LTLZXLJF9GR";1;2;2;2;2;1;2;"1,2,4,5,12,15,18";1
"FA20_NRXINWLMZO8I";1;2;1;1;3;2;1;"1,13";NA
"FA20_RJMVWE1J2AH6";1;1;4;1;2;1;4;"8";NA
"FA20_3FVB6E6CF9UT";1;2;3;1;2;3;3;"1,2,4,5,10";1
"FA20_4UUD2SSDBH98";1;1;4;1;2;1;4;"3";NA
"FA20_SX11UUN9SBPU";1;1;4;1;1;1;1;"6";NA
"FA20_YNPBSU5A6LEE";2;2;2;1;2;1;2;"1,2,4,5,8,9,18";2
"FA20_FTH4MHSL8FNZ";1;2;3;2;2;1;1;"10";NA
"FA20_O4GFHD95X1EP";1;2;3;1;2;1;4;"1,4,5,9,15";2
"FA20_6PAZ0W1NMROG";3;1;3;4;4;3;3;"2";NA
"FA20_IYQFIO9S54FS";1;2;3;1;3;1;4;"1";NA
"FA20_099DSJXP660I";1;2;3;1;4;2;3;"2,18";NA
"FA20_LLXHQUE33MV6";1;1;1;1;1;1;1;"1,4,5";1
"FA20_I00ZO1NRAN4V";1;1;4;1;1;1;4;"1,5,9,12,18";2
"FA20_MQYZO6839IRX";2;2;2;3;3;4;4;"1,15";NA
"FA20_FFB6RWHE8WJ3";1;1;3;1;1;2;4;"1,2,4,5,7,18";2
"FA20_BKU9G7QW1IUX";1;2;3;1;3;2;2;"2,4,5,9,10";1
"FA20_8251MH4GKSGS";2;2;2;2;2;2;2;"1";NA
"FA20_T2BP2P4NNTLS";1;1;2;1;2;1;3;"19";NA
"FA20_NUZW4DJ2XVPD";1;1;1;1;1;2;3;"1";NA
"FA20_701VVZX5J1BY";1;1;4;1;1;1;4;"1,5,6,7,11";1
"FA20_LE3M988AYACN";1;2;3;1;3;2;2;"5,10,18";3
"FA20_D7SOY3TAXQS8";1;2;4;1;2;1;4;"2,4,5";4
"FA20_IQESTSWEITPF";1;2;3;1;3;2;3;"2,4,5,18";1
"FA20_WBFWJ4BM466K";2;3;2;2;3;3;2;"2,5,12";2
"FA20_AH4DKWEE3Q7I";1;4;2;3;4;3;3;"1,4,5,12,18";2
"FA20_19AFKNN3LB92";3;3;2;2;4;1;2;"2";NA
"FA20_3POP0B2CNLFH";1;2;2;1;2;1;3;"1,4,15";NA
"FA20_BVDK46OJ8ZEV";1;1;3;1;2;1;3;"5,18";4
"FA20_2OYTJ60D2K3L";1;2;1;1;2;1;1;"15";NA
"FA20_LMHB72O8VAC5";1;2;3;1;2;1;2;"8";NA
"FA20_X1M08M2DCRCO";1;2;2;2;3;2;2;"2,4,5,9,15,18";2
"FA20_3TP97VFVUXGY";1;2;4;1;2;1;4;"1,2,13";NA
"FA20_OBPMXIG0DHYS";1;2;2;1;2;1;NA;"1";NA
"FA20_MRBLJWFHWM37";1;3;2;1;2;1;2;"2,5,12,18";1
"FA20_HKHN6PQOUMB4";1;2;2;2;4;2;2;"3";NA
"FA20_UCK5K21J5MXI";1;2;4;2;3;3;2;"1,2,5,11,12";1
"FA20_2YLZWYF9DPN4";1;1;2;2;2;2;1;"1,4,5,18";1
"FA20_QYB68S38W0BS";1;3;2;1;3;1;NA;"2,4";NA
"FA20_2G6MVH3F3JO4";1;2;3;1;2;2;2;"1,2";NA
"FA20_1CT1IHMU8IGH";1;2;2;1;2;1;4;"1";NA
"FA20_PBMZFBO3RQMF";1;1;2;2;2;3;1;"10";NA
"FA20_GJWVAXTH6798";1;2;4;1;1;1;3;"1";NA
"FA20_2TSBPAE5HQ72";2;4;3;1;3;2;3;"4,5,9,18";2
"FA20_NG3XMHSODW4Z";1;3;2;2;4;1;2;"2";NA
"FA20_1RVSM5GCVVGM";1;1;2;2;1;1;2;"1,2,4,5,10,18";1
"FA20_6Z3DJ0GJO69M";1;1;4;1;1;1;4;"9,18";NA
"FA20_GKZF1F8YW53Q";1;3;4;2;3;1;4;"1,2,5,14,15,16,18";1
"FA20_M8OF23O42T1G";1;2;2;2;4;4;3;"1";NA
"FA20_G5NKVZ2KP5VB";1;3;3;2;4;2;3;"1,8";NA
"FA20_GWFL8THY9QND";1;2;3;1;3;3;4;"1,2,4,5,10,18";1
"FA20_9M6LKHMPM0OZ";1;1;2;2;3;2;3;"2,5,6";1
"FA20_B2I7BX9MDSRD";1;3;2;2;4;1;2;"1,2,5,18";1
"FA20_OUBGBNCG1TTF";1;2;3;1;3;1;2;"7";NA
"FA20_Z6LPHLEK70GT";1;1;3;1;2;1;3;"1,2,18";NA
"FA20_VMFTJ7O8X6QM";1;1;2;1;2;2;1;"2,4,18";NA
"FA20_EZIIOK1D45H3";1;2;2;1;4;1;2;"3";NA
"FA20_1Y91NEDKRAM0";1;2;2;1;1;1;3;"2,11";NA
"FA20_0CQ277AQDRLV";4;2;1;4;2;4;2;"4,5,9";3
"FA20_SOJBJA7UU63W";1;4;2;2;4;3;3;"1,2,5,12";1
"FA20_I5TIAHM9GDFI";1;2;3;1;3;1;2;"1,5,11,12";1
"FA20_OAA1SWV1EZGL";1;4;1;1;4;1;1;"15";NA
"FA20_TOUXFGNQJ9BK";1;1;3;2;2;1;3;"2,5,9,18";1
"FA20_R94ZAT2PXRRN";1;4;2;1;4;1;1;"1,2,5";2
"FA20_HPNSQA8YVE1L";2;2;3;1;2;2;4;"1,2,9";NA
"FA20_EUO9FL3KLH2Y";1;1;4;1;1;1;4;"7,8,11,18";NA
"FA20_1FS82D2KKGZR";1;1;3;1;2;2;3;"1,7,18";NA
"FA20_RK3GFJYY8ATN";1;2;2;1;4;1;3;"1,18";NA
"FA20_4RWYQ0J1DQDV";1;3;4;1;4;1;3;"2,4,10,15";NA
"FA20_2AD97L0WAD94";1;1;3;1;2;1;3;"5,11,12";1
"FA20_PT2YHP0OSIG6";1;2;4;1;2;1;3;"2,5,18";1
"FA20_HHGYKXHVC4D4";1;2;2;2;2;2;2;"2,5,9,18";1
"FA20_ANBJGSMP5D0H";1;1;3;1;3;1;3;"1";NA
"FA20_UZHDNS5PEZ1N";1;4;2;3;4;2;2;"2";NA
"FA20_8VDVM45JBZAL";1;1;2;1;2;1;3;"1,11,18";NA
"FA20_RS4U7RE5N3F0";3;4;2;2;4;3;2;"1,10";NA
"FA20_C7X3L5XFW9GG";1;2;3;1;2;2;3;"6,7,17";NA
"FA20_TCB46WLW23TU";1;1;4;1;1;1;4;"4,5,7,18";2
"FA20_3ZYQYUHP9NR1";1;2;3;1;3;2;2;"2,4,5,10";4
"FA20_AN3YPS0CBOYL";1;2;3;1;2;1;2;"1,5,6,18";2
"FA20_DZ9KY0STG8LV";1;2;1;2;2;3;1;"1,2,4,5,12,18";2
"FA20_UPDNUMS92WMD";1;2;3;1;2;1;2;"5,8,15,18";1
"FA20_D54124WPYK9G";2;2;4;1;3;1;4;"1,5,12,13,18";1
"FA20_WVNXXLZW4ESR";1;1;1;2;1;2;1;"11";NA
"FA20_RBXABO5QVHAQ";2;2;1;1;1;1;1;"1";NA
"FA20_AUVDM3655JWU";2;3;2;3;3;2;2;"1,2,5,9,16,17,18";2
"FA20_LR8D5AE3ZBZY";1;2;3;2;3;2;2;"2,4,5,10,18";1
"FA20_R3W1490CEGQ7";1;3;1;2;3;3;2;"2,5,18";2
"FA20_4N4QJHCFYM6L";1;2;1;3;3;3;1;"2,18";NA
"FA20_ES306QTH1J6Y";2;3;1;1;4;3;1;"1,5,9,10,18";3
"FA20_JDCD2B8EBU82";1;2;3;1;3;1;4;"2";NA
"FA20_GZRUS5COXY9I";1;4;4;1;4;1;3;"1,2";NA
"FA20_1AQ4PRUN0HNH";1;1;3;1;1;1;4;"1,10,12,18";NA
"FA20_FXUI80F6PMAZ";1;2;3;1;3;2;3;"1,2,5";1
"FA20_7XDOBZF1GIAL";1;1;3;1;2;1;2;"5";2
"FA20_VEN5WRRL8H3N";1;2;3;2;3;2;2;"1,2,5";1
"FA20_FJWR6AISSOEK";1;2;2;2;3;1;2;"15";NA
"FA20_0GN5N1TAG1XZ";1;1;4;1;2;1;3;"7";NA
"FA20_ZEIUC854BCK9";1;1;1;2;2;1;2;"15";NA
"FA20_ABIE02B4NYUW";1;1;4;1;1;1;4;"9";NA
"FA20_0CZU6GPE47MH";1;4;2;4;3;3;2;"1,2,15";NA
"FA20_27HB5HL37Z2G";2;2;3;2;4;3;3;"2,4,5,12";3
"FA20_JW6UJ9RBKK7J";2;3;2;2;4;3;3;"1,2,4,5,18";1
"FA20_FQJU3H3SCAGD";1;1;4;1;1;1;4;"9";NA
"FA20_UBVHTIQ1VZQK";1;1;2;1;1;1;1;"2";NA
"FA20_OR4ZWH416ZID";1;1;3;1;3;1;3;"2";NA
"FA20_HIY56A97WFYM";1;2;4;1;2;1;4;"1,5,10,13";2
"FA20_9MANZMHCN9NR";2;3;3;2;4;3;3;"2,5,12";1
"FA20_Y0XLCERULQA1";1;2;4;1;2;1;4;"9,11,18";NA
"FA20_E35WVASWXPJA";1;4;2;1;4;2;2;"2,4,9,18";NA
"FA20_3X1W2OJ8YINS";4;2;1;4;3;4;1;"1";NA
"FA20_HOVEUFNI77TA";2;3;1;1;3;2;1;"2,18";NA
"FA20_PIPJ6IDWUJT8";1;3;2;2;3;3;2;"1,2,5,12";1
"FA20_VWI7866TXH6F";1;1;2;1;2;1;2;"2,4";NA
"FA20_V4KWCQW0MLVF";1;3;2;1;4;1;3;"4,7,9,12";NA
"FA20_EY5MYDEAMHS1";1;1;3;1;1;1;4;"4,5,18";2
"FA20_8UHGH89F82PS";1;2;3;2;2;2;3;"2,5,18";1
"FA20_M399XKOZA1YQ";1;2;3;2;2;2;3;"2,4";NA
"FA20_ECZQAHSRBV9D";1;2;3;2;4;3;2;"2,5";1
"FA20_01GGS494K9QA";1;2;3;1;3;1;2;"2,4,9,12";NA
"FA20_7TQYSH1SLOMY";2;2;1;2;2;1;2;"1,2";NA
"FA20_EEJKMC34WFDD";1;3;2;2;3;2;1;"5,6,7,12,17";2
"FA20_WSZ3527JAZO2";1;1;4;1;1;1;4;"1,2,8";NA
"FA20_PNCXAA5E7NJP";1;2;3;1;2;1;2;"4,18";NA
"FA20_VK0V8Z8PTEEU";1;4;2;1;4;3;3;"2,5,13,15,18";1
"FA20_IVNSV6200VQE";1;1;1;1;2;1;2;"2,12";NA
"FA20_E5MZCP47FWN1";1;2;2;1;3;1;3;"2,5,18";1
"FA20_MS9MDTLEPRF9";1;2;3;1;3;3;2;"1,2,4,5,12";1
"FA20_N1UMYJQWH0NJ";1;2;2;1;2;1;3;"1,2,5,11";3
"FA20_I1C17E9C6N1L";1;2;4;1;3;1;2;"2,18";NA
"FA20_IP4J6QMYRYJ2";1;1;2;1;2;1;3;"2,4,5,7,10,17,18";1
"FA20_0MKHHGE0CE9G";1;1;1;1;1;1;NA;"1";NA
"FA20_CO34FWPBN86Y";1;2;4;1;2;2;2;"2,5";2
"FA20_ZI1NFLWM60V7";1;1;2;1;2;1;2;"1,5,10,13";1
"FA20_5PGYS8YMJ7PK";1;2;2;3;1;2;2;"2,13,15";NA
"FA20_KDYPQA38VG0J";1;1;2;1;2;1;3;"2";NA
"FA20_M0AVSJPPH244";1;1;4;1;1;1;4;"9";NA
"FA20_OUY7YO6T8FJT";1;2;2;1;3;1;2;"1,2,5,18";1
"FA20_E1V045X224Q4";2;2;2;2;3;1;2;"7";NA
"FA20_IS7ZXBUV5ZL6";1;2;3;2;2;2;3;"1,2,18";NA
"FA20_XRLE8WIMV9R6";1;4;2;2;4;2;3;"1,2,4,5,9,12,18";3
"FA20_JMFJSRUWZO22";1;2;1;2;2;3;1;"2,15";NA
"FA20_OOTOJ6UDA6VL";1;2;2;1;2;1;2;"15";NA
"FA20_IDZR8AUN3AWS";1;2;2;1;3;2;3;"1,2,5,18";1
"FA20_5YEEYJ7U2X71";2;3;1;1;3;2;3;"1,2";NA
"FA20_FL9IY2ADH0EE";1;1;3;1;1;1;3;"4,5,19";1
"FA20_RCX1U2V2QQY6";1;3;2;2;4;2;1;"15";NA
"FA20_G80MXJMUT02V";1;1;4;1;1;1;2;"15";NA
"FA20_8CS9X1UANROG";1;2;2;2;3;1;1;"1,2,19";NA
"FA20_Y403P4X0QGOL";1;1;3;1;2;1;3;"1,2,4,5";2
"FA20_A590VJ2J2K2J";1;4;3;2;4;1;3;"1,2,3,5,18";1
"FA20_OQIAACUAN3HW";1;2;3;1;2;1;4;"13";NA
"FA20_02IYYIRNC5WN";2;4;1;2;4;2;2;"4,5,15,18";3
"FA20_1MZWR5IZFSMX";1;2;1;2;2;2;2;"1,11,18";NA
"FA20_ZIULPFSCQ7JQ";2;3;3;1;2;2;4;"2";NA
"FA20_OQBJ7QG1EPRS";2;2;2;2;2;2;2;"5,13,18";1
"FA20_M0UL1LG2ZYWO";1;2;3;2;3;1;2;"4,5,7,18";3
"FA20_M1TOAA28Y1B1";3;3;1;4;2;4;2;"1,4,5,12";2
"FA20_L2CL1UU0UHZU";1;3;3;2;4;3;4;"1,2,5,7,15,18";1
"FA20_BNF00PO74DQ9";3;3;1;2;4;4;3;"2,10,15";NA
"FA20_5IJVYO1EZW20";1;2;3;2;4;1;4;"1,4,5,18";1
"FA20_NMGMYK26F0K3";1;1;2;1;2;2;2;"1";NA
"FA20_3CHK0U1YAZOE";1;4;2;2;4;2;2;"1,2,5,18";1
"FA20_CZW7MY4IZZ4B";1;1;1;1;2;1;2;"1,2,5";1
"FA20_MWK506G5WS50";1;2;3;1;3;2;3;"1,2,5,11,12,18";2
"FA20_ZPSLF94XFJAZ";1;2;3;2;4;2;3;"9,18";NA
"FA20_GURZOT2KPLC6";1;2;3;1;2;1;3;"1,2,4,18";NA
"FA20_QBRMAPUN0UX1";1;4;2;2;4;2;2;"2,4,18";NA
"FA20_YH6TC730JPDR";1;2;2;1;4;1;1;"2,5,6";1
"FA20_V2DS443OTK4P";1;2;3;3;3;3;3;"1,2,5,11";2
"FA20_OJ6IBN1SERSF";1;3;2;2;4;2;3;"1,2,4,5,12";1
"FA20_09P025YG7BY0";1;1;2;1;2;1;3;"2";NA
"FA20_362PUZTGJK5Z";1;3;2;1;4;2;3;"1,4,5,13,14,18";4
"FA20_JGQ70SZKBN8M";1;1;4;1;2;1;3;"4,5,7,10,12,18";1
"FA20_60TZSWSJCXBE";1;3;1;2;3;1;1;"1,2,4,5,11,12,18";1
"FA20_JTBM2QUI8FZY";1;2;1;2;2;2;3;"2,4";NA
"FA20_T2BP2P4NNTLS";1;1;3;1;2;1;4;"2,4,5";4
"FA20_X1M08M2DCRCO";1;2;2;2;2;2;2;"2,4,5,8";2
"FA20_3R4GFERH2ZKT";1;2;4;1;2;1;4;"5,17,18";4
"FA20_RN8PNALHSGZC";1;3;3;1;3;3;4;"2,4,5,12,18";1
"FA20_4UUD2SSDBH98";1;3;2;1;4;1;4;"3";NA
"FA20_0KJDE7G10W70";1;1;2;1;1;1;2;"11";NA
"FA20_5PGYS8YMJ7PK";1;1;1;2;1;2;2;"2,5,10,13,15";1
"FA20_FTH4MHSL8FNZ";1;1;2;2;2;1;1;"2";NA
"FA20_1AQ4PRUN0HNH";1;1;4;1;3;1;4;"1,5,9,10,12";3
"FA20_J7W24TVXZJOP";1;1;2;1;1;1;3;"2,5,9,18";2
"FA20_5HEE35323MCE";1;2;4;1;3;1;3;"4,5,10,12";3
"FA20_D6PX49DTTAP8";1;3;3;1;3;1;3;"1,2,4,9,13,18";NA
"FA20_OOTOJ6UDA6VL";1;1;3;1;2;1;3;"1,2";NA
"FA20_TJCJC3REFFKU";1;2;2;3;3;3;4;"2,7";NA
"FA20_IP4J6QMYRYJ2";1;1;2;1;2;1;1;"2,12";NA
"FA20_UZHDNS5PEZ1N";1;3;3;2;4;2;4;"2";NA
"FA20_UBVHTIQ1VZQK";1;2;1;1;3;1;1;"2";NA
"FA20_3MGF1WUKKZX6";2;4;1;4;4;1;4;"1,2";NA
"FA20_ALSSYPJ883QK";2;4;1;3;4;3;1;"1,2,12,15";NA
"FA20_E5MZCP47FWN1";1;2;3;1;3;1;2;"2,4,18";NA
"FA20_LMHB72O8VAC5";1;3;2;1;3;2;2;"1";NA
"FA20_3POP0B2CNLFH";1;1;3;1;1;1;3;"12,13";NA
"FA20_2G6MVH3F3JO4";1;2;2;2;2;3;1;"1,5,18";2
"FA20_GKZF1F8YW53Q";1;2;3;1;3;1;4;"2,5,9,11,16";1
"FA20_OIWQW66T6GWF";2;3;4;1;3;3;4;"1,2,4,5,7,9,12,18";4
"FA20_HPNSQA8YVE1L";1;2;4;2;3;1;3;"2,4,5,18";2
"FA20_PNCXAA5E7NJP";1;2;4;1;2;1;3;"5,15,18";4
"FA20_1HCM9SEFIRTT";1;1;2;1;1;1;2;"1,5,8";1
"FA20_LWX7A80A9ADY";1;3;1;1;4;1;1;"2";NA
"FA20_PT2YHP0OSIG6";1;2;4;1;2;1;3;"2,6,9,16";NA
"FA20_SW6UACJMJMQQ";1;2;4;1;2;2;3;"2,4,5,12";3
"FA20_I5TIAHM9GDFI";1;2;3;1;4;1;3;"1,6";NA
"FA20_NUZW4DJ2XVPD";1;1;3;1;1;1;NA;"5,11,18";1
"FA20_JEPC7IYEL2JT";1;1;1;1;2;1;2;"1,2,18";NA
"FA20_M399XKOZA1YQ";1;2;3;2;2;2;3;"1,18";NA
"FA20_ES306QTH1J6Y";3;4;1;1;4;1;1;"9,11";NA
"FA20_2NNCB8CH28S6";1;2;1;3;2;4;2;"2,18";NA
"FA20_JRSWVQ4LUIUO";1;1;4;1;1;1;2;"2,4,5,9,18";2
"FA20_3FVB6E6CF9UT";NA;NA;NA;NA;NA;NA;NA;"1,2,4,5,10";NA
"FA20_ZI1NFLWM60V7";1;1;2;1;2;1;2;"1,2,4,10,18";NA
"FA20_IDZR8AUN3AWS";1;2;2;1;3;2;2;"2,5,18";2
"FA20_E1V045X224Q4";2;1;2;1;2;1;2;"2";NA
"FA20_PIPJ6IDWUJT8";1;2;2;3;3;2;2;"2,12,18";NA
"FA20_OR4ZWH416ZID";1;2;4;1;3;1;3;"1";NA
"FA20_RK3GFJYY8ATN";1;1;4;1;2;2;2;"5,10,18";1
"FA20_1RVSM5GCVVGM";1;1;2;1;1;2;1;"2";NA
"FA20_TOUXFGNQJ9BK";1;1;2;2;2;2;2;"1,14";NA
"FA20_KJUUGEII0LOW";1;1;2;1;2;1;1;"19";NA
"FA20_3TP97VFVUXGY";1;3;4;1;2;1;4;"1,2,10";NA
"FA20_1FS82D2KKGZR";1;1;2;1;2;1;3;"2,7";NA
"FA20_6RRB7RD66BEJ";1;2;4;1;2;1;4;"2,5,11,12";1
"FA20_RBXABO5QVHAQ";1;1;1;1;1;1;1;"1";NA
"FA20_S31L15EWA7RW";1;1;3;2;1;1;3;"2,10,18";NA
"FA20_FZFQFU02PCZX";1;2;1;1;4;1;NA;"15";NA
"FA20_JELSS6237J31";1;2;2;1;2;1;3;"1,2,4,5,11,12,18";2
"FA20_1CT1IHMU8IGH";1;3;3;1;3;1;4;"18";NA
"FA20_VPXXIVB39G1A";2;4;1;2;4;3;2;"1,5,15";4
"FA20_HIY56A97WFYM";1;1;3;1;2;1;3;"1,5";1
"FA20_HHGYKXHVC4D4";1;3;1;3;3;2;2;"2,5,9";2
"FA20_7QWVRM603IBY";1;2;2;1;4;2;2;"1,5,17,18,19";2
"FA20_ZE7N74JP3LHT";1;2;1;2;2;2;3;"1,11";NA
"FA20_RZSSLVYW3ZAZ";1;1;3;1;1;1;3;"18";NA
"FA20_8VDVM45JBZAL";1;1;3;1;2;1;1;"18";NA
"FA20_KPM312Z71WOJ";1;2;3;1;3;2;2;"1,2,5,10,12";1
"FA20_TVWIXKA2JMOB";2;4;2;2;4;2;3;"2,5,18";1
"FA20_R94ZAT2PXRRN";1;1;4;1;1;1;1;"1,2";NA
"FA20_QTXOM6KCRH5Z";1;1;4;1;1;1;4;"2,18";NA
"FA20_SOJBJA7UU63W";1;4;1;2;4;3;2;"2,18";NA
"FA20_ZMGS8WCKIZH0";1;2;3;1;2;1;3;"9,15";NA
"FA20_YNPBSU5A6LEE";1;1;3;1;2;1;2;"1,2,18";NA
"FA20_9G0OCA1D4562";1;2;2;3;2;4;1;"4,5,11,17,18";3
"FA20_01GGS494K9QA";1;3;2;1;4;1;2;"2,5,12";2
"FA20_QYB68S38W0BS";1;3;2;1;2;1;NA;"1,2";NA
"FA20_LE3M988AYACN";1;1;2;2;3;1;2;"10,16,18";NA
"FA20_6XZZ2LU7HWLW";2;1;2;1;1;1;2;"2,4,5,10,14";1
"FA20_V2DS443OTK4P";1;2;2;3;2;4;3;"2,4,5,18";4
"FA20_IQESTSWEITPF";1;2;3;1;2;2;3;"5,10,18";3
