"id";"political_orientation_t2";"swls_1_t2";"swls_2_t2";"swls_3_t2";"swls_4_t2";"swls_5_t2";"uls_1_t2";"uls_2_t2";"uls_3_t2";"uls_4_t2";"uls_5_t2";"uls_6_t2";"uls_7_t2";"uls_8_t2";"uls_9_t2";"awb_1_t2";"awb_2_t2";"awb_3_t2";"awb_4_t2";"awb_5_t2";"awb_6_t2";"ksa_1_t2";"ksa_2_t2";"ksa_3_t2"
"FA20_7RK3U01JNCD2";7;2;3;3;7;3;2;3;4;3;4;3;4;2;3;2;3;5;3;4;1;2;2;2
"FA20_7T6T7JJ5OIFT";5;5;5;3;4;6;4;3;3;3;3;2;2;3;2;3;3;4;3;2;2;2;2;3
"FA20_7TQYSH1SLOMY";3;3;6;5;5;2;3;4;4;3;4;3;3;2;4;2;4;3;3;3;2;2;3;3
"FA20_7USHPLDFQQ53";6;5;5;6;5;5;2;3;4;2;4;3;3;3;3;2;3;4;2;3;3;2;3;3
"FA20_7V0HSGY9WR1K";6;1;1;3;5;6;4;3;3;3;4;2;2;4;2;1;4;2;3;1;1;2;3;1
"FA20_7V9LA6ENG4R7";3;5;6;7;7;6;2;4;4;2;4;4;4;2;4;2;3;4;2;4;3;3;3;4
"FA20_7WMZAFWX57OC";4;5;4;6;6;4;2;4;4;1;3;4;4;1;1;2;2;5;1;4;3;3;3;3
"FA20_7XDOBZF1GIAL";5;2;2;4;5;5;4;3;2;4;3;2;3;4;2;1;3;3;2;1;3;2;1;2
"FA20_812GTG5NJGYH";6;5;5;4;5;3;2;2;3;2;3;3;3;2;3;3;4;3;2;2;3;2;3;2
"FA20_81SANHVE0RI3";3;4;3;3;5;1;2;3;4;3;4;4;4;3;4;3;5;2;4;3;1;2;3;3
"FA20_8251MH4GKSGS";6;4;4;5;5;6;3;3;4;3;3;3;3;3;3;3;4;4;4;3;4;1;2;2
"FA20_85PCQ5ARXKBK";4;2;4;2;5;2;3;2;2;4;2;2;2;4;1;3;4;3;4;2;2;2;2;2
"FA20_863EEDKBJ7BL";5;7;7;7;7;7;2;3;4;2;4;4;3;2;3;1;5;5;5;5;2;1;4;3
"FA20_88QEHRWB8GLI";7;4;4;4;4;4;2;4;3;2;4;4;4;3;4;2;4;4;4;4;3;1;3;1
"FA20_89I88TVVSR20";6;5;5;4;4;6;3;3;3;3;2;3;2;3;3;2;5;4;4;3;3;3;3;3
"FA20_8CS9X1UANROG";6;3;3;5;5;3;4;3;3;2;3;3;3;2;3;1;2;4;1;4;5;1;2;2
"FA20_8DR420GF3EMC";7;2;5;2;2;2;4;1;2;3;2;2;2;4;2;1;5;2;3;1;2;1;3;2
"FA20_8I9XG129GQJ5";5;5;5;5;5;5;3;2;3;3;3;3;2;2;3;4;4;3;3;1;2;3;2;4
"FA20_8K9JU9W15YXL";3;5;6;6;6;7;2;3;4;2;4;3;4;2;3;2;3;4;1;3;3;3;3;1
"FA20_8KD6XABSI5GT";3;5;2;3;2;4;3;3;2;2;3;3;2;3;3;1;4;3;1;2;1;4;2;4
"FA20_8KU42O5A2GDH";6;2;4;5;5;2;3;3;4;3;3;3;3;3;2;2;3;4;3;4;3;2;3;2
"FA20_8NTFF7PL11T6";5;6;6;6;6;5;2;4;4;2;4;4;4;2;4;2;3;4;4;4;2;2;2;3
"FA20_8Q6WNWSPCPFQ";6;5;6;6;6;7;2;3;3;3;3;3;3;2;3;1;2;5;3;3;5;1;2;4
"FA20_8T53PER4PQL2";6;1;1;1;1;1;3;2;4;4;4;2;3;4;2;2;5;2;5;1;2;1;1;1
"FA20_8VDVM45JBZAL";5;4;5;5;5;5;3;2;3;3;3;2;3;3;3;2;1;2;2;2;4;2;3;2
"FA20_8WNH9ET55K7S";6;6;7;6;6;2;1;3;4;2;4;4;4;3;3;1;2;5;1;3;5;1;2;1
"FA20_8WWA9W3KRSG4";5;6;3;5;6;6;1;4;4;2;4;4;4;2;4;1;1;5;2;4;3;3;2;3
"FA20_8YOENUQPD6SM";5;7;7;7;7;7;3;4;2;2;3;4;4;2;3;1;3;5;1;5;5;1;2;3
"FA20_8YVN6JVPLYO1";6;5;5;6;6;5;2;3;4;2;4;3;4;2;3;2;3;4;2;3;3;2;2;1
"FA20_90VP07QT3SBM";5;3;3;3;3;1;3;3;2;3;3;2;2;3;3;1;2;3;2;3;2;2;3;2
"FA20_91M0FUTAFC75";7;1;1;1;1;1;1;4;2;4;2;3;3;3;3;5;5;3;5;5;5;1;1;1
"FA20_954QYIUUOXNG";5;5;5;4;5;3;4;3;3;3;3;3;3;3;4;3;4;3;5;2;1;3;2;4
"FA20_96H0WZG6OI8L";5;6;6;7;5;4;2;4;4;2;4;3;4;2;4;1;2;5;3;5;2;2;3;3
"FA20_97FAF9VZ734C";4;5;5;2;5;5;2;4;4;2;4;4;4;2;4;1;5;5;1;4;3;3;2;3
"FA20_97TNS17VC9BK";5;3;5;1;2;2;3;3;2;2;3;3;3;3;3;3;4;4;4;3;2;1;2;2
"FA20_98KNCOM93IUT";3;3;4;4;3;3;2;3;2;2;3;3;2;3;2;2;3;3;2;3;3;3;3;3
"FA20_9AZVNJP8HWU1";5;2;3;2;3;3;4;3;3;3;3;3;3;3;3;3;5;3;3;2;3;2;3;1
"FA20_9BL2PZESF2TP";5;3;3;4;4;2;3;3;4;3;4;4;4;3;3;1;4;3;4;2;1;1;2;2
"FA20_9CMAAWSSU2M6";5;1;1;2;1;1;4;3;3;3;3;3;3;4;3;5;5;3;4;3;2;3;2;3
"FA20_9DHP4DQ81LYG";6;4;4;6;4;6;1;4;4;2;4;4;4;2;3;3;3;4;3;2;4;3;1;3
"FA20_9DMW3O6RBU8Y";3;2;4;3;3;5;3;3;3;3;3;2;3;3;4;1;2;3;2;4;3;3;2;2
"FA20_9DP57ZNQX5Q4";6;7;7;6;6;7;2;3;4;1;4;3;3;1;4;1;2;5;1;3;3;2;4;4
"FA20_9E9JHCJOHPFR";7;2;7;4;2;4;3;3;3;3;3;2;2;4;4;1;3;2;4;2;4;1;1;1
"FA20_9GVI561L38ZC";5;6;7;5;5;2;3;3;4;2;4;4;3;2;3;1;2;5;1;4;5;1;1;1
"FA20_9I0VRROSCMQI";5;6;6;6;6;5;3;3;4;3;4;3;3;3;3;2;3;4;3;3;2;2;4;2
"FA20_9KEH57BENC46";2;3;4;6;6;2;3;3;3;3;3;3;3;3;3;3;3;3;2;4;3;4;3;4
"FA20_9LAZI904NJ1W";4;5;6;6;6;7;3;3;4;2;4;3;3;2;4;1;2;4;1;2;3;2;2;2
"FA20_9M6LKHMPM0OZ";6;1;1;1;6;1;4;1;2;4;1;2;1;4;1;1;4;2;4;2;2;2;2;3
"FA20_9MGG93WERHME";3;5;3;5;5;6;3;2;2;3;2;2;2;3;2;2;3;3;4;2;3;4;3;3
"FA20_9MQL65T7DKK1";5;5;5;5;6;6;2;3;3;3;3;3;3;2;3;2;5;5;2;2;3;2;3;3
"FA20_9NF7H961AUTQ";6;3;4;3;5;2;3;3;4;3;3;4;3;3;4;2;4;3;3;2;3;2;3;2
"FA20_9PSTJPUUV1IM";3;6;5;6;7;6;3;4;4;3;4;4;4;3;4;2;2;4;2;3;3;2;3;2
"FA20_9TNN6A8SXKWB";3;2;5;2;3;1;4;2;2;4;2;3;2;4;1;2;5;4;4;4;2;3;2;1
"FA20_9UKX9QTDOMSF";4;2;2;2;2;1;3;3;3;2;3;2;3;2;4;2;5;4;2;3;2;4;3;2
"FA20_9W79156E487O";6;5;6;6;6;3;3;4;3;3;3;3;4;3;2;1;2;5;1;2;5;1;1;1
"FA20_9WU7RRWX3TH1";3;2;2;4;4;4;3;3;3;3;3;3;3;4;3;2;5;3;2;3;1;2;4;3
"FA20_9YDII9SD82PC";6;3;2;2;5;2;3;3;3;3;3;2;3;4;2;4;4;3;4;2;3;3;3;3
"FA20_9ZG6SPVQ7VRD";6;5;5;5;5;5;2;3;3;2;3;3;3;2;3;2;2;5;2;4;4;2;3;3
"FA20_A0QQRT82LN89";5;4;4;5;6;5;4;2;2;3;2;2;1;4;2;1;5;2;4;2;2;2;2;1
"FA20_A1UMZQUNIFXE";5;5;3;5;5;6;4;2;3;4;3;2;2;4;1;2;5;2;3;2;1;2;2;1
"FA20_A590VJ2J2K2J";6;6;5;5;6;4;1;4;4;1;4;4;4;1;4;3;4;4;3;4;2;1;1;3
"FA20_A5TM3TWULCC7";7;2;2;4;5;5;3;3;4;3;4;4;4;4;4;3;5;2;5;2;1;1;2;2
"FA20_A76172WE4GY1";4;3;5;5;6;2;2;3;3;4;4;4;3;2;4;1;3;4;2;2;3;2;4;2
"FA20_A983T30F3EWT";6;2;3;1;2;2;4;3;3;4;2;3;3;4;2;2;3;4;4;2;4;2;1;1
"FA20_ABG4YOJS1F01";5;2;5;5;5;3;3;3;4;3;3;3;3;2;4;1;5;2;4;2;2;2;2;3
"FA20_ABIE02B4NYUW";4;5;5;2;5;7;2;4;4;1;4;4;4;1;4;1;1;5;1;5;5;3;3;4
"FA20_ACKJM8X7MFQA";5;5;5;5;3;6;4;3;3;2;2;3;2;2;3;2;3;3;2;4;4;2;3;3
"FA20_ADLE419DM0LX";5;1;1;1;2;2;4;2;1;4;2;2;2;4;3;1;4;2;4;1;3;2;2;2
"FA20_AELBLBYS1KCR";4;5;4;6;5;2;3;3;3;2;3;2;3;2;3;2;3;4;2;2;2;2;1;2
"FA20_AF5OESQKIFS7";5;3;4;5;4;6;3;3;3;3;3;3;3;3;3;2;3;3;2;3;4;2;2;3
"FA20_AGH9D6Z2B21F";3;5;4;5;3;6;2;3;4;1;4;4;3;2;4;1;3;2;4;3;4;3;3;2
"FA20_AH4DKWEE3Q7I";6;4;3;2;2;1;4;2;3;4;3;2;2;3;2;4;4;2;4;2;1;3;3;4
"FA20_AIR80XKSD13Z";5;2;2;3;3;3;3;2;3;3;2;3;3;3;3;5;5;2;5;3;2;2;2;2
"FA20_AKVZEC4VMVL7";1;6;5;6;6;5;2;3;4;2;4;4;4;2;4;1;2;5;1;4;4;4;4;4
"FA20_ALSSYPJ883QK";7;1;2;3;3;1;4;3;2;3;3;2;3;4;1;2;5;3;3;2;2;1;2;1
"FA20_AN2Z9BDAM4WU";3;7;7;7;7;7;1;3;4;1;4;3;3;2;3;1;1;5;1;4;5;1;1;2
"FA20_AN3YPS0CBOYL";4;4;5;6;5;6;2;3;3;2;3;4;4;2;4;1;3;4;2;2;4;2;2;3
"FA20_AN40U9G5V5TF";6;3;5;4;5;3;2;4;4;2;4;3;4;1;4;3;2;3;3;2;4;3;3;2
"FA20_ANBJGSMP5D0H";3;5;5;6;5;5;1;4;4;2;4;4;4;2;4;1;3;4;1;4;4;2;1;3
"FA20_APCFJYBFQTNM";5;5;6;6;5;2;2;2;4;1;4;2;3;2;4;2;4;5;1;4;3;2;1;2
"FA20_AQA3E69Y4VPW";6;2;4;4;2;6;3;1;2;2;4;1;2;4;4;5;5;2;5;3;1;2;2;3
"FA20_AQQXGP94XOGR";7;1;2;2;1;3;2;4;4;3;4;2;2;3;4;1;4;2;2;2;1;2;1;1
"FA20_ARFOYD0VNDQB";7;3;7;5;6;2;4;2;3;3;3;3;3;4;3;3;2;4;4;3;4;2;1;1
"FA20_ASLQ0IUWBWL9";6;3;2;3;3;3;4;2;1;4;1;2;2;4;1;1;4;1;3;2;2;1;4;2
"FA20_ASN44ZKMEEUL";4;5;5;6;7;3;3;4;3;3;4;4;4;3;4;2;3;5;3;4;3;2;1;1
"FA20_AU4094P5XZIR";6;3;4;4;6;6;3;4;4;2;4;3;2;3;3;2;5;3;3;3;2;2;1;2
"FA20_AUB939245I0Y";6;2;5;6;3;1;3;3;3;3;3;3;3;3;3;4;5;3;3;3;2;2;1;2
"FA20_AUN9TM7MZOKQ";5;7;6;6;7;5;3;3;4;2;4;4;4;3;4;1;3;5;1;5;2;1;3;3
"FA20_AUVDM3655JWU";6;6;6;4;5;6;3;3;2;3;2;2;3;3;3;2;3;3;2;3;1;2;2;2
"FA20_B2CDMKUHXVI4";7;6;5;5;5;6;3;4;2;2;4;2;3;3;3;1;2;5;3;3;4;1;1;1
"FA20_B2I7BX9MDSRD";6;3;3;4;3;3;3;2;3;3;3;2;2;4;2;2;4;2;2;1;1;2;1;2
"FA20_B3U36GT9HAHV";6;2;2;2;2;1;3;2;2;3;2;3;2;3;3;3;4;2;5;2;2;2;2;2
"FA20_B79VK1D8FR0Q";6;4;5;5;3;2;3;3;3;2;3;3;3;3;3;3;4;2;4;2;1;1;1;1
"FA20_B7VJKBEZX1DO";6;3;4;5;6;6;3;3;4;2;4;3;3;3;3;1;3;4;2;2;3;2;3;2
"FA20_B86L645P06RU";6;5;4;5;5;2;3;3;4;3;4;4;3;3;4;2;5;4;3;3;3;2;3;2
"FA20_BD56GYH726G4";7;5;6;5;5;4;1;3;3;2;3;4;3;1;3;2;1;4;1;3;3;3;4;4
"FA20_BK8NXRY5R5U1";7;3;5;5;4;2;3;2;3;2;3;2;2;3;2;3;3;3;3;2;4;3;4;1
"FA20_BKHD1XGMYN0G";7;2;5;2;2;7;4;4;3;2;4;4;3;3;4;2;4;3;5;1;2;3;2;2
"FA20_BKU9G7QW1IUX";6;5;5;5;5;5;3;3;3;4;3;2;3;4;2;2;3;2;3;2;1;3;2;4
"FA20_BMG32UYY9DFN";3;4;5;5;4;3;2;3;3;3;4;3;4;3;3;3;4;4;3;3;3;2;3;2
"FA20_BNF00PO74DQ9";3;5;6;5;5;1;2;3;4;3;4;4;4;3;3;2;5;1;3;1;1;3;3;3
"FA20_BOTXJ03SMJTM";5;3;4;4;5;2;3;2;3;4;4;3;3;4;2;5;5;2;5;2;1;1;2;2
"FA20_BP7U0HPV6NDH";4;4;5;4;2;6;3;3;3;4;3;2;3;4;2;1;3;3;2;3;2;1;3;3
"FA20_BRA7PB0WKPEQ";4;5;5;6;5;3;3;4;4;2;4;4;4;2;4;1;2;4;2;3;5;2;3;3
"FA20_BTTLK1OQTUIQ";3;5;5;5;7;6;2;3;3;2;3;3;3;1;3;1;1;4;1;4;4;4;4;4
"FA20_BTWUI3ONY543";6;3;5;5;3;1;4;3;3;4;3;3;2;4;3;1;2;4;4;2;4;3;1;1
"FA20_BVDK46OJ8ZEV";6;6;5;6;6;5;2;4;4;2;4;3;3;3;3;1;3;4;2;4;3;2;2;1
"FA20_BWQTF0LY0CH8";6;5;4;5;6;3;3;2;2;3;3;4;3;4;2;1;5;2;4;3;2;2;2;2
"FA20_BXIE1IV8SHYD";4;5;5;5;6;6;3;3;3;3;4;4;4;2;4;2;4;3;2;3;3;2;2;3
"FA20_BYP9MYTYW1Q8";5;6;7;6;6;5;3;3;4;2;4;3;3;2;3;2;3;5;2;4;3;2;3;3
"FA20_C0DN3CHVUS3V";7;2;3;5;5;1;3;3;3;2;4;3;3;3;3;4;5;2;3;2;1;2;1;2
"FA20_C1GW9VAA0VYW";7;5;5;5;6;4;2;3;3;3;3;3;3;4;2;3;4;3;4;2;2;2;2;2
"FA20_C63EK788L5Z1";6;4;5;3;6;3;2;4;4;3;4;3;4;2;3;3;5;5;2;4;2;1;3;1
"FA20_C6Q6X42M5QLG";3;5;5;5;5;3;3;3;3;3;3;3;3;3;3;2;1;4;3;4;3;3;3;2
"FA20_C7X3L5XFW9GG";4;6;7;5;7;2;4;3;3;4;3;2;2;3;2;2;4;4;1;3;4;4;4;3
"FA20_C84W8ZY8QZHK";2;5;5;6;4;5;2;3;3;2;4;4;4;1;4;2;3;5;2;4;2;1;1;1
"FA20_CBRV4WEV3QIK";5;6;7;6;6;6;2;4;4;2;4;4;4;2;4;1;2;5;2;5;4;3;1;1
"FA20_CD041ROQM4SC";5;2;3;1;2;1;4;4;2;3;3;3;3;3;2;3;4;3;4;1;3;1;1;1
"FA20_CED6HXFGY75U";6;6;6;6;6;6;2;4;3;1;4;3;3;2;3;2;5;3;4;2;2;1;1;1
"FA20_CFEQCWUYTXE8";6;5;6;3;5;3;1;3;3;3;3;2;3;3;3;1;4;3;3;5;4;1;3;2
"FA20_CFPSWBWW8ZHS";5;6;6;6;5;5;3;4;4;2;4;4;4;2;4;1;3;4;2;4;3;2;3;4
"FA20_CJ05SVD6ZM57";6;2;3;3;5;3;2;3;4;2;4;4;4;2;4;1;2;2;2;1;1;1;1;3
"FA20_CJPUPNZQFGHC";6;5;4;5;6;3;3;4;3;3;3;2;2;3;2;1;4;3;2;2;3;2;2;3
"FA20_CK54W46WDWLO";3;3;6;6;6;2;4;2;4;3;3;2;2;3;2;2;2;3;3;2;4;3;3;4
"FA20_CNDGQ6V49E2D";4;5;6;6;5;6;3;4;4;2;4;4;4;2;3;1;2;5;2;5;2;2;2;2
"FA20_CO34FWPBN86Y";3;5;6;6;6;6;3;3;2;3;2;3;3;3;4;1;3;4;2;4;3;2;2;3
"FA20_COJPVAEUA7QT";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_CPKHDJK7YBIV";5;4;6;5;3;3;3;2;4;2;4;3;3;3;3;1;3;2;1;2;5;2;1;3
"FA20_CQ4O0ZFFXZ6C";6;6;6;6;6;6;3;4;4;2;4;4;4;2;4;1;3;3;1;1;3;2;3;2
"FA20_CQN59WLEYTF4";6;2;3;1;2;1;4;2;1;3;1;1;1;4;2;2;3;2;4;2;2;3;2;1
"FA20_CS4S1WDO9K5N";5;6;6;6;6;5;3;3;4;2;4;3;4;3;4;2;4;3;2;3;3;2;2;2
"FA20_CT7O3MP9321M";4;7;6;7;7;6;1;3;3;3;3;3;3;3;4;1;1;4;1;4;4;3;3;1
"FA20_CVORCMHQ81A3";4;5;5;6;6;4;3;3;3;3;4;2;3;2;3;2;2;5;2;4;5;2;2;3
"FA20_CY0PNTFA0VKC";5;3;6;5;3;1;3;2;3;3;4;2;2;3;1;2;5;4;1;3;1;3;2;2
"FA20_CZEQAEPWUTFC";5;5;5;5;5;4;3;3;3;3;3;3;3;3;3;2;3;4;4;4;3;3;3;4
"FA20_CZW7MY4IZZ4B";5;3;5;4;2;3;3;3;3;3;4;3;3;3;2;3;3;3;3;3;4;3;3;2
"FA20_D0FON874RTYH";4;5;4;6;4;3;2;4;4;2;4;3;3;2;3;3;4;4;3;2;2;1;1;2
"FA20_D2Y5VNCBLHYG";6;3;4;5;4;2;3;3;4;2;4;4;3;2;4;1;4;5;2;2;3;2;3;3
"FA20_D3MHDI7RH9YT";6;4;2;6;6;7;4;3;3;4;3;3;3;4;1;1;3;3;2;4;4;1;1;2
"FA20_D4094G0BWCCM";4;5;5;5;5;2;3;3;3;2;3;3;3;3;3;1;3;4;1;3;3;1;1;3
"FA20_D54124WPYK9G";3;5;6;6;3;4;2;4;4;2;4;3;4;3;4;1;2;4;2;3;3;1;1;2
"FA20_D6PX49DTTAP8";6;5;6;5;3;2;3;4;3;3;3;3;3;3;4;3;4;5;2;4;3;2;3;1
"FA20_D7K0X3XM41CU";5;6;6;5;3;1;2;3;4;2;4;3;4;2;4;1;3;5;2;4;4;4;3;2
"FA20_D7SOY3TAXQS8";7;6;6;6;6;5;2;3;3;1;4;3;3;2;4;4;3;5;3;3;4;2;4;5
"FA20_D8VMKWT0ULGC";7;5;4;6;5;7;1;4;4;2;4;4;4;1;4;2;3;5;2;4;2;2;3;1
"FA20_D9V3JEJ4C1XS";6;5;5;5;3;5;4;3;3;3;3;2;2;3;3;1;4;3;4;4;3;3;2;3
"FA20_D9W5JDT2C66P";5;4;6;6;6;6;1;4;4;2;4;4;4;2;4;2;2;5;1;4;4;2;3;3
"FA20_DA7WNR6UUJGI";5;2;7;4;3;2;4;3;3;3;2;3;2;4;2;2;4;3;4;2;2;2;2;3
"FA20_DBQWRNUXUV24";1;7;7;7;7;7;1;4;4;2;4;4;4;1;4;1;1;5;1;5;5;2;2;5
"FA20_DCO41FJ6HLAS";3;4;3;4;4;5;2;3;4;2;4;4;4;2;3;1;3;4;1;4;3;1;3;4
"FA20_DEUK28N4GXRQ";5;4;5;6;5;3;1;4;4;1;4;4;4;1;4;1;3;5;1;3;4;2;2;3
"FA20_DGJUHK1XXFIJ";4;6;7;5;5;1;3;3;4;2;4;3;3;3;2;1;2;4;2;3;4;1;2;2
"FA20_DGRW61Y4U6C3";4;3;3;5;5;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3
"FA20_DHJ0207UOSM6";5;3;6;3;6;3;4;3;2;4;2;4;2;4;1;2;5;4;3;4;1;1;4;3
"FA20_DI7OHA9KY1K4";6;2;2;1;1;1;4;3;3;3;3;3;3;3;3;1;3;3;4;2;2;2;2;2
"FA20_DKKHUZ3K9E0H";2;5;6;7;6;6;2;3;3;2;3;3;3;2;4;2;2;5;2;4;4;3;2;3
"FA20_DNTDYGYIOMZ7";3;2;4;3;3;1;4;3;3;3;3;3;3;4;3;4;4;3;5;2;3;3;2;3
"FA20_DO8ZMRUU58D3";3;3;4;3;3;3;3;3;4;2;4;3;4;2;4;3;4;4;4;3;4;2;3;3
"FA20_DS7BKP11Z4QL";4;4;4;5;5;6;3;2;4;3;4;3;2;3;3;1;4;5;2;3;3;3;2;3
"FA20_DTJBEGDMZRNF";5;5;5;6;6;3;3;3;4;3;3;3;3;3;3;1;4;4;2;3;3;2;2;2
"FA20_DTWV803T8KN8";4;3;5;3;5;6;2;3;4;2;3;3;3;2;3;1;4;3;3;2;1;3;2;2
"FA20_DX6YK0GPH07B";5;4;7;4;4;4;2;2;4;3;3;3;3;3;3;1;1;3;2;2;2;2;2;1
"FA20_DXBSDNHTYVN6";3;5;6;7;5;2;3;3;4;3;4;3;4;2;4;1;3;4;1;4;4;4;3;4
"FA20_DXC0A52M4Z5P";7;5;2;4;2;7;3;4;4;2;4;3;3;3;2;1;2;3;1;2;2;3;3;3
"FA20_DZ9KY0STG8LV";5;1;2;1;3;1;4;3;3;3;3;3;2;4;3;1;4;3;5;4;3;2;3;2
"FA20_E06A279TUX7T";4;5;7;6;6;5;3;3;3;2;3;4;4;2;4;1;1;5;1;4;3;1;2;3
"FA20_E1NQAZ6SZWDP";5;1;2;1;2;2;3;2;3;3;3;2;2;4;2;3;5;1;2;1;3;3;3;3
"FA20_E1V045X224Q4";4;5;5;4;6;3;3;2;3;4;3;3;3;3;3;3;4;3;4;3;3;1;1;3
"FA20_E35WVASWXPJA";4;1;3;4;3;7;2;2;4;3;4;2;2;3;2;1;4;2;3;3;2;2;1;1
"FA20_E37AYXBSA0TQ";5;5;6;6;5;7;3;4;4;2;4;4;4;2;4;1;3;5;2;4;5;2;1;3
"FA20_E4QF2SZ0AAIF";7;1;1;2;3;1;3;2;2;3;3;2;2;3;3;3;5;3;4;3;2;2;1;1
"FA20_E5MZCP47FWN1";5;4;3;5;3;3;3;2;3;3;3;3;3;3;3;2;3;3;3;3;2;2;2;3
"FA20_E7F3OFSY9D8P";6;3;3;5;3;3;4;3;4;3;4;3;3;2;2;1;3;3;2;2;3;1;3;2
"FA20_E7LR7MDFWYPV";6;2;4;3;2;3;4;3;3;3;4;2;2;3;3;1;5;3;3;2;2;1;1;2
"FA20_ECZQAHSRBV9D";7;5;5;5;5;2;3;3;2;3;3;2;3;3;3;3;4;4;4;4;2;2;3;2
"FA20_EDBY4H6OHPXO";5;6;6;6;5;5;3;2;4;3;4;3;3;4;4;1;5;3;2;3;1;4;3;4
"FA20_EEJKMC34WFDD";6;6;7;6;7;5;2;3;4;3;3;3;4;2;4;2;4;3;3;4;2;2;3;2
"FA20_EESFOOASN2S7";6;2;3;2;2;2;3;2;2;4;2;2;3;4;2;2;3;2;3;2;2;2;3;3
"FA20_EF1RKTNDNFY6";5;3;5;5;3;5;1;3;4;2;4;4;4;2;3;2;3;4;2;3;3;3;3;3
"FA20_EHC4CFK6GMGV";5;4;5;5;3;1;4;3;3;3;3;3;3;3;2;3;4;4;4;3;3;4;3;1
"FA20_EIDTL1K9N7F9";2;2;2;3;1;1;4;2;2;4;2;2;2;4;3;3;5;1;4;2;2;2;4;2
"FA20_EJ5FPLPXVT4U";6;2;5;5;6;2;4;2;2;3;2;2;2;4;3;1;5;3;5;3;1;1;2;2
"FA20_EM46OYVM62JH";6;3;4;5;5;2;1;2;3;4;3;3;3;3;2;1;3;2;3;3;1;2;3;3
"FA20_EMJ4TRKA829K";5;5;5;6;5;6;4;4;4;3;4;4;4;2;4;2;4;5;2;4;3;2;2;2
"FA20_EOM9EAN0W77D";4;2;2;3;2;2;3;4;4;2;3;3;3;3;3;2;4;2;3;2;1;3;2;3
"FA20_EP0O22AT8B3J";6;2;4;1;2;2;4;3;4;3;3;3;2;3;3;3;4;2;3;1;2;2;2;2
"FA20_EQVNJK3KQYGX";4;2;3;3;3;3;2;2;2;2;2;2;3;2;2;1;1;4;1;4;5;2;2;2
"FA20_ERZJ5R2LM5MV";5;6;7;7;7;7;2;4;4;2;4;4;4;2;4;1;2;5;1;5;5;1;3;2
"FA20_ES306QTH1J6Y";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_ETAH6XP6PQVC";4;6;6;4;5;6;1;3;2;1;3;3;3;1;4;1;1;5;3;4;5;2;4;4
"FA20_EUO9FL3KLH2Y";6;5;4;6;6;7;2;3;4;1;4;4;3;3;3;1;2;5;2;5;4;3;2;2
"FA20_EVAVMVF6XV6J";6;2;5;5;4;4;3;3;4;3;4;3;3;3;3;1;3;3;2;2;3;3;2;2
"FA20_EY5MYDEAMHS1";4;5;6;7;5;5;2;4;4;2;4;4;4;2;4;2;3;5;3;2;3;2;2;1
"FA20_EYH54WNSCJCF";5;6;6;6;5;5;2;3;4;2;4;4;4;2;4;1;2;5;2;3;3;2;3;3
"FA20_EZIIOK1D45H3";6;4;4;4;4;4;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1
"FA20_F12XQHZUKGY8";5;3;5;5;4;1;3;3;2;4;3;4;3;3;4;4;3;3;4;2;5;2;1;3
"FA20_F3W6UYAAEGIW";3;1;1;2;2;2;4;3;3;2;3;3;4;3;4;3;4;4;3;3;4;2;3;4
"FA20_F4E3C9V02ZNX";3;6;5;2;3;5;3;2;3;4;3;2;3;4;2;3;3;2;5;1;3;2;3;4
"FA20_F7QRYSQXV8CY";4;4;3;3;2;4;3;2;3;3;3;3;2;3;3;1;1;2;2;3;2;3;3;3
"FA20_F80PVRB9WWP4";1;6;7;7;6;3;3;4;4;2;4;3;4;2;3;3;3;3;1;2;3;4;2;2
"FA20_FD2W8O2ZJ75S";4;4;4;4;4;4;1;4;4;1;4;4;4;1;4;1;3;4;1;2;2;2;3;3
"FA20_FDGL05RZ2MN1";6;5;5;5;6;4;2;4;4;2;4;4;3;2;4;1;3;5;1;5;4;1;1;1
"FA20_FFB6RWHE8WJ3";3;3;5;5;3;1;2;2;2;4;2;3;3;2;2;2;1;3;1;1;3;2;3;4
"FA20_FH8BIBFQGPKN";4;6;6;5;6;6;2;4;4;2;4;4;4;2;4;1;3;5;2;5;4;2;3;3
"FA20_FISEQIYML8HB";6;1;5;3;5;5;4;2;3;4;2;2;2;4;3;1;5;2;3;1;2;3;1;2
"FA20_FJMAH9FNGCIX";2;5;6;6;4;2;3;3;3;3;3;3;3;3;3;2;3;3;1;3;2;3;2;2
"FA20_FJWR6AISSOEK";4;3;3;2;2;1;4;3;2;4;3;3;3;3;4;3;5;2;4;2;4;2;2;2
"FA20_FK345NHKYDK5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_FL9IY2ADH0EE";6;6;6;5;6;5;3;4;3;3;4;4;4;3;4;1;2;4;3;4;4;1;1;1
