"id";"political_orientation_t2";"swls_1_t2";"swls_2_t2";"swls_3_t2";"swls_4_t2";"swls_5_t2";"uls_1_t2";"uls_2_t2";"uls_3_t2";"uls_4_t2";"uls_5_t2";"uls_6_t2";"uls_7_t2";"uls_8_t2";"uls_9_t2";"awb_1_t2";"awb_2_t2";"awb_3_t2";"awb_4_t2";"awb_5_t2";"awb_6_t2";"ksa_1_t2";"ksa_2_t2";"ksa_3_t2"
"FA20_0KJDE7G10W70";5;6;6;6;6;6;2;4;4;2;4;4;4;2;3;2;3;5;1;4;2;2;3;3
"FA20_0M1HIL0IRGSX";4;6;6;6;7;5;3;2;3;4;4;3;3;4;2;2;3;4;3;4;2;3;3;3
"FA20_0ME93O1LSDR2";6;5;5;3;6;2;4;4;4;2;4;3;4;1;4;2;3;3;3;2;2;2;3;1
"FA20_0MKHHGE0CE9G";2;4;5;4;3;6;3;3;3;3;3;3;3;3;3;1;5;2;3;3;3;2;3;3
"FA20_0MZ8EKJ09FJC";6;4;3;4;4;4;3;2;2;3;1;2;3;3;2;3;2;2;4;1;3;3;2;1
"FA20_0ODH4SBSYB5M";7;3;5;3;6;1;4;3;2;4;2;3;2;4;3;1;3;3;2;1;4;2;1;1
"FA20_0P728JF6W68K";6;2;2;6;3;4;3;2;3;2;3;3;3;2;3;3;4;2;2;1;2;2;4;2
"FA20_0QJ7VRRGCE33";6;4;5;3;5;3;4;3;4;2;4;3;3;3;4;2;2;4;2;3;2;2;2;3
"FA20_0QJX4YSAUWPF";3;7;6;7;6;7;3;4;4;2;4;4;4;2;4;1;1;4;1;3;5;3;3;5
"FA20_0XUWBA31XKXQ";6;2;3;1;1;2;4;3;2;4;3;3;3;4;2;2;5;2;5;2;1;4;2;4
"FA20_0Z3OF7UAQMZB";3;5;5;6;5;4;2;4;4;2;4;4;4;1;4;2;1;4;1;4;4;3;2;2
"FA20_0ZF990936TO8";5;5;5;5;6;2;4;3;3;3;2;3;3;3;2;2;4;3;3;2;2;4;4;2
"FA20_11G699LZZFCO";6;1;4;2;2;2;4;3;2;4;3;3;3;4;2;2;5;2;5;2;2;2;1;1
"FA20_12GTK3PVGKNB";5;6;2;7;7;5;1;4;4;3;4;4;4;2;4;1;1;5;3;4;5;1;3;4
"FA20_15XHSJL6ZMQ9";6;6;7;7;7;5;3;4;4;3;4;4;4;3;4;3;4;3;3;3;2;1;4;3
"FA20_17TIWYV8Q4A1";6;3;5;4;5;2;3;3;4;3;4;3;3;3;3;1;3;2;3;2;2;2;3;1
"FA20_1878NBZRBGH5";6;5;6;6;6;2;3;2;3;3;3;3;3;3;2;4;5;5;5;3;3;2;2;2
"FA20_18FIRLUJFT4I";6;2;3;3;5;3;3;3;3;3;3;4;3;3;4;2;5;3;2;2;2;2;3;2
"FA20_190716ULGHJ8";4;4;5;6;4;5;2;4;4;1;4;4;4;1;4;1;2;4;1;3;4;2;1;3
"FA20_193U9EJ81CXU";6;3;3;5;5;3;2;3;4;2;4;3;4;1;4;2;4;3;2;1;3;2;2;2
"FA20_1984EBYSK07A";6;1;3;5;4;2;3;3;4;3;4;4;4;3;4;1;5;3;3;3;2;2;2;3
"FA20_19AFKNN3LB92";5;5;5;5;5;3;3;3;3;2;3;4;3;2;3;3;5;4;2;2;3;2;3;2
"FA20_1AJ8KNEWTVZZ";5;2;6;5;3;4;3;3;3;3;3;3;3;3;3;1;2;3;2;2;3;3;3;2
"FA20_1AQ4PRUN0HNH";5;6;6;6;6;3;1;4;4;2;4;4;4;4;4;1;5;4;3;2;1;3;2;1
"FA20_1CGNKQZ5JGPS";6;6;5;7;5;5;2;4;4;1;4;4;4;2;3;2;3;5;2;5;4;2;1;2
"FA20_1CT1IHMU8IGH";4;4;4;6;4;4;2;4;4;2;4;4;3;2;4;1;3;4;1;2;2;3;2;2
"FA20_1CWLMO6WDJQH";NA;6;6;6;7;5;2;4;4;2;4;3;4;3;4;3;4;5;4;3;4;2;2;1
"FA20_1FS82D2KKGZR";6;5;5;5;5;3;2;2;3;2;3;2;3;2;1;2;2;4;1;1;3;1;1;2
"FA20_1H1OKAT77FZE";7;6;7;7;7;7;3;4;4;3;4;4;4;2;2;1;2;5;2;4;4;1;2;1
"FA20_1HCM9SEFIRTT";6;5;5;5;3;2;4;3;2;4;2;2;2;4;3;1;4;3;3;3;1;2;2;3
"FA20_1HL368UYQU2Q";4;5;6;6;5;3;4;3;3;2;3;3;3;2;3;2;3;2;3;2;3;4;3;3
"FA20_1J29548C567K";6;2;4;2;2;2;3;2;3;3;2;3;3;2;4;2;3;3;2;2;4;3;3;2
"FA20_1JDDLHMVB4ML";2;6;6;6;6;6;2;4;4;1;4;4;3;1;4;1;2;5;1;4;3;3;2;4
"FA20_1JYLDC6YTVSD";6;4;5;7;6;6;2;4;4;2;4;4;4;1;4;1;3;5;1;4;3;2;2;3
"FA20_1L2HFGGYW98L";4;5;3;6;3;4;2;4;4;2;4;3;4;2;4;1;3;5;1;5;5;3;2;2
"FA20_1LW561SDY10I";7;4;5;6;6;3;4;3;3;3;3;3;3;3;3;1;2;3;3;3;2;1;1;1
"FA20_1MZWR5IZFSMX";5;3;4;1;4;3;3;2;3;3;3;2;2;3;2;3;5;3;3;2;1;3;2;2
"FA20_1RVSM5GCVVGM";4;3;5;3;3;4;3;3;2;4;2;3;2;4;3;2;3;3;3;4;4;3;3;3
"FA20_1T2A1N4L2PJ7";4;2;3;3;3;5;3;3;3;2;3;3;3;2;3;5;5;3;4;2;3;1;2;1
"FA20_1TBYODQK130K";6;2;5;3;3;2;3;3;3;3;4;3;3;4;2;1;4;2;2;1;1;2;2;2
"FA20_1Y91NEDKRAM0";6;2;2;3;6;2;3;3;3;4;3;3;2;4;3;1;3;2;3;1;3;3;2;3
"FA20_222QGWUKY33Y";NA;2;3;3;4;6;2;3;3;2;4;3;3;4;3;3;5;4;4;4;1;NA;NA;NA
"FA20_230YTD0G6P3M";6;4;4;5;3;3;4;3;4;3;3;3;3;3;4;1;3;3;1;3;1;1;1;1
"FA20_23EEO07TFNXZ";5;5;5;6;5;2;2;3;4;3;4;3;4;3;3;2;4;5;3;4;5;2;3;3
"FA20_241JGPZFPSRT";4;4;5;6;6;2;3;4;4;4;3;4;4;3;2;2;4;2;3;2;1;2;1;1
"FA20_262M5PN3PILW";6;5;6;6;6;3;3;4;4;3;2;2;4;2;3;1;3;4;3;4;4;2;2;4
"FA20_27HB5HL37Z2G";5;4;4;4;4;3;2;3;4;2;4;3;3;3;4;1;2;5;2;5;3;3;1;3
"FA20_2AD97L0WAD94";3;6;5;6;6;7;2;3;3;2;3;3;3;3;3;1;2;4;1;4;3;3;3;4
"FA20_2AT2LY5G5UB1";4;5;6;5;6;5;4;3;2;4;1;3;3;3;3;1;5;2;3;4;5;3;1;3
"FA20_2E8VV9OTOTHB";4;5;6;5;3;5;2;4;4;3;4;3;4;3;3;2;3;4;3;3;4;3;3;3
"FA20_2G6MVH3F3JO4";3;4;5;5;4;6;3;4;4;2;3;4;3;2;3;2;3;4;2;3;3;2;3;2
"FA20_2GJA2PN665E6";5;5;5;6;5;5;2;4;4;2;4;3;3;2;4;1;4;4;2;3;2;3;2;3
"FA20_2ISFC50E04CO";2;5;5;6;5;3;3;4;4;2;3;3;4;2;3;1;2;5;2;4;2;3;3;2
"FA20_2J8LI6S9I6ZA";4;4;5;6;7;7;3;2;2;3;2;3;2;4;3;1;3;1;2;1;1;3;4;4
"FA20_2JD4VI4Z1GUK";5;3;5;4;5;4;4;3;3;2;4;3;3;2;1;1;3;3;2;2;3;2;3;3
"FA20_2KC5UV3YM6YC";5;3;3;2;6;6;1;4;4;2;4;4;4;2;4;1;3;5;2;1;2;1;1;1
"FA20_2NNCB8CH28S6";5;5;6;3;5;2;4;3;4;3;4;2;3;3;1;1;5;2;4;3;2;2;1;1
"FA20_2NY4QTF1SDIX";7;2;6;2;3;2;4;3;2;4;3;2;1;3;3;2;3;3;3;2;2;2;2;2
"FA20_2ORSMDIINHQB";5;4;5;5;5;5;3;3;3;3;3;3;3;2;3;2;3;2;1;1;2;1;2;2
"FA20_2OYTJ60D2K3L";7;4;4;4;4;1;4;1;1;4;1;1;1;4;1;5;2;1;4;1;1;1;1;1
"FA20_2P6XNAAOIG4L";4;5;3;6;6;3;3;3;3;3;3;2;3;3;2;2;1;5;3;3;4;1;1;1
"FA20_2QBORZDU2NL7";2;6;6;7;5;5;2;3;4;2;4;4;3;2;4;1;1;5;1;4;5;3;4;2
"FA20_2S0E1CRZR8GH";7;2;5;6;2;4;4;2;4;4;4;2;2;3;3;4;5;3;2;5;2;4;3;3
"FA20_2SMURZTU0GEE";4;4;6;4;4;2;3;3;4;3;4;3;3;2;3;1;3;4;1;4;3;2;3;2
"FA20_2TSBPAE5HQ72";6;5;6;7;5;7;2;4;4;2;4;4;4;2;4;1;3;5;3;5;4;1;3;1
"FA20_2WFOQHP1C6D8";5;4;4;5;3;6;2;4;3;1;4;4;4;2;4;1;5;4;4;4;4;3;3;3
"FA20_2YLZWYF9DPN4";5;2;2;4;5;5;4;2;2;4;2;2;2;4;3;2;2;3;5;4;1;2;1;2
"FA20_2ZYL9N1K5768";5;5;5;6;6;6;3;3;4;2;4;4;3;3;3;3;5;5;4;3;3;1;2;2
"FA20_32UVJIK1ZDTQ";6;5;4;5;5;6;1;3;4;3;4;4;4;2;3;3;3;5;2;4;3;3;3;2
"FA20_35JWI6KTT7IM";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"FA20_35P3LIF5GLVM";6;5;7;6;5;4;3;3;3;3;2;3;4;3;3;3;4;4;3;4;2;3;3;1
"FA20_35QXODH78SNR";3;6;7;7;6;4;2;4;4;3;3;2;3;3;2;2;4;4;3;3;2;2;4;3
"FA20_362PUZTGJK5Z";6;2;3;1;1;1;2;3;3;3;3;3;3;2;3;2;4;4;2;3;3;1;1;4
"FA20_383EBSWQ9ZKS";6;2;2;2;2;1;1;2;3;3;3;3;3;3;2;1;4;3;5;3;3;3;1;3
"FA20_384GRHI7DP82";5;5;5;4;5;4;1;3;4;3;4;4;3;2;3;1;2;3;3;2;2;1;2;3
"FA20_388BSNJLGFAJ";4;5;6;6;7;5;2;4;4;2;4;3;3;2;4;1;1;5;3;4;4;2;3;3
"FA20_391KS20NQZMB";4;5;4;4;2;2;2;3;3;3;3;3;3;3;3;3;4;4;4;4;4;2;2;3
"FA20_39FQ13QICMPI";4;2;2;5;5;4;3;3;2;3;2;3;3;3;2;1;5;3;3;3;2;3;2;2
"FA20_3AMGCZA34BHI";4;5;6;6;6;5;2;1;4;2;4;4;4;2;3;1;2;5;1;4;4;2;3;2
"FA20_3BBJ7S6L9E84";5;5;6;7;4;2;2;4;4;3;4;4;3;2;3;1;1;5;1;4;2;1;3;3
"FA20_3CHK0U1YAZOE";2;2;5;5;5;3;2;3;4;3;4;3;3;3;2;2;4;4;3;3;2;2;2;2
"FA20_3F8ENL5W6EL7";6;3;6;6;5;3;3;3;3;3;3;3;3;3;3;1;3;3;2;2;3;2;1;1
"FA20_3FVB6E6CF9UT";5;4;4;4;4;2;4;3;3;4;3;3;3;3;3;2;4;3;2;2;3;3;3;2
"FA20_3HJYZSR9O8HL";3;2;6;3;2;2;3;4;2;2;2;3;3;3;4;1;2;2;3;1;4;3;3;2
"FA20_3I70BU3T4TXL";5;5;6;6;6;7;2;2;4;3;4;3;3;3;3;2;5;3;2;3;3;2;2;3
"FA20_3JDIWRR595H8";5;3;6;3;4;1;4;3;4;2;3;3;3;2;4;2;4;4;2;2;3;4;3;3
"FA20_3JPQFBBBG4UC";5;5;5;5;3;1;2;4;4;2;4;3;3;1;4;1;2;3;1;3;4;2;3;1
"FA20_3KF7994VZE4U";5;4;3;3;2;6;3;3;3;3;3;3;3;3;3;3;4;3;3;2;2;3;3;4
"FA20_3L9S10DEQN30";4;5;6;6;6;3;2;3;4;2;4;3;4;2;2;2;3;5;2;3;4;2;2;3
"FA20_3M60RK7VPRS9";4;2;7;2;2;2;2;4;4;3;4;3;3;3;3;2;4;4;2;3;2;4;1;4
"FA20_3MGF1WUKKZX6";7;2;2;2;5;3;1;2;3;2;4;2;2;3;3;3;4;2;3;3;3;2;1;1
"FA20_3OBP2KUVFP2K";2;2;2;2;2;2;4;3;3;3;3;3;3;2;3;2;3;3;2;2;4;2;3;3
"FA20_3POP0B2CNLFH";4;3;4;5;2;6;3;2;2;3;3;2;3;2;3;1;1;4;1;3;2;3;2;3
"FA20_3Q4B1L378WX5";5;5;6;6;6;6;3;3;4;2;3;3;3;2;3;2;2;4;2;3;3;2;2;3
"FA20_3R4GFERH2ZKT";4;1;6;6;4;4;1;4;4;1;4;4;4;1;4;3;4;5;2;4;2;2;1;1
"FA20_3RFS3601F107";6;4;5;5;4;2;4;2;2;1;2;3;2;4;2;1;2;2;2;1;2;2;2;1
"FA20_3RKDR0KF64YX";6;4;4;3;6;5;2;4;4;2;4;4;4;3;4;2;5;5;3;3;3;2;2;2
"FA20_3TP97VFVUXGY";6;6;5;5;4;6;2;4;4;2;4;3;4;1;3;2;3;4;2;3;3;3;2;3
"FA20_3X1W2OJ8YINS";7;2;2;2;4;2;4;1;3;4;2;1;2;4;2;2;3;3;4;1;3;2;2;2
"FA20_3YOO4QIN23SF";5;1;2;4;5;4;3;4;4;2;4;3;3;2;4;2;3;5;1;3;3;1;3;3
"FA20_3ZYQYUHP9NR1";7;4;2;3;3;3;2;4;4;3;4;4;4;2;4;2;5;5;3;3;1;3;2;2
"FA20_40B6HLDKY70U";7;1;1;4;5;1;4;3;2;4;4;2;3;3;2;4;4;2;5;3;3;1;1;3
"FA20_41CVDUG41HMA";6;5;6;6;6;5;2;3;3;2;3;3;3;3;3;1;3;3;2;3;3;2;2;3
"FA20_46IGW86RHFL3";7;4;5;4;5;3;3;3;4;3;4;4;4;3;4;2;3;4;2;4;3;2;1;1
"FA20_473ZG0IHVF03";6;6;6;6;6;5;3;3;3;3;3;3;3;4;3;2;3;3;4;2;5;4;3;4
"FA20_47IJJFSX6OFS";5;5;5;5;5;5;3;4;4;3;4;3;3;3;4;1;3;4;2;3;4;3;2;2
"FA20_49Y4JBJRFAQB";6;1;3;2;3;1;1;4;4;1;4;3;3;3;4;1;1;3;1;1;5;1;5;1
"FA20_4B0FU6A7E9FA";5;3;6;5;5;5;1;4;4;2;3;3;3;2;4;1;1;5;2;3;4;3;3;3
"FA20_4BALTE5LBSZS";6;4;3;3;4;5;2;3;3;3;4;4;3;2;4;1;3;3;2;4;3;1;2;3
"FA20_4FJIBAP979P4";6;5;4;7;7;7;2;4;4;2;4;4;4;1;4;1;4;5;1;5;2;4;3;3
"FA20_4JJPW7COG34M";3;5;5;5;2;5;3;3;4;2;4;3;4;2;4;1;3;3;1;3;3;2;2;2
"FA20_4L4K08HG6Z4N";5;6;6;6;6;3;4;3;3;3;3;2;3;3;3;3;2;4;3;5;3;3;1;1
"FA20_4N4QJHCFYM6L";3;3;6;4;5;2;4;3;3;3;2;3;3;3;2;1;3;3;2;1;2;3;2;2
"FA20_4O8TWAY5VZKB";2;5;6;6;6;4;3;2;2;3;3;2;3;3;3;3;3;5;2;2;2;2;1;4
"FA20_4OJFZ518JSW1";6;7;7;7;6;5;3;4;4;2;4;3;4;2;4;1;2;5;2;4;1;1;2;1
"FA20_4P9VLEDMUDPN";5;2;5;3;4;1;4;3;3;4;2;2;3;4;3;2;3;3;2;1;5;3;1;2
"FA20_4RWYQ0J1DQDV";6;5;5;5;3;3;3;2;3;4;3;2;2;3;2;2;2;3;5;2;1;2;2;1
"FA20_4S7A0G3ERS41";7;5;5;5;3;5;3;4;4;2;4;3;4;2;4;2;5;4;2;3;3;1;2;2
"FA20_4SCL9RQOX81R";6;6;5;6;6;4;3;3;3;4;3;3;3;4;4;2;3;3;2;3;3;2;2;1
"FA20_4STMQIZ8Y75F";4;6;5;6;6;5;2;3;4;3;3;3;3;3;4;2;2;5;2;4;2;3;2;5
"FA20_4TRXG07D20RS";6;3;4;3;5;3;2;4;3;2;4;3;4;2;4;1;5;5;2;5;2;2;3;3
"FA20_4UUD2SSDBH98";2;5;6;6;5;1;2;4;4;2;4;4;4;3;4;2;1;4;2;3;2;3;3;3
"FA20_4XN4G1RRUX28";5;4;4;5;5;4;1;3;3;3;3;2;2;4;3;2;5;3;4;2;2;2;3;4
"FA20_4ZTCU4HQFR8E";6;5;5;5;4;4;2;3;3;2;3;3;3;2;4;3;4;4;4;2;2;2;2;2
"FA20_505NY1MTKZ34";7;2;3;5;3;3;4;3;4;2;4;4;4;2;4;1;4;3;4;3;3;2;1;1
"FA20_50ZOXB7K0HHZ";4;5;5;5;5;5;3;3;3;3;3;2;3;3;2;3;3;2;3;2;1;4;1;3
"FA20_5231MCDSUGBA";5;1;3;2;1;2;3;3;3;3;4;3;2;3;2;2;5;4;4;2;3;1;3;1
"FA20_542LNPOBACIQ";4;3;3;3;5;7;3;4;4;2;4;3;4;3;4;3;3;3;4;1;2;1;2;4
"FA20_56FS6YVGWNC6";7;5;6;5;5;3;3;3;3;3;3;3;3;3;2;2;3;4;4;3;3;2;2;2
"FA20_56OKHEJHYIRD";5;4;4;6;5;5;1;4;4;2;4;3;4;1;4;2;2;5;2;5;3;3;2;3
"FA20_57T9BJY64MXQ";5;5;6;3;2;2;3;3;4;2;3;3;3;3;4;2;4;3;3;3;3;2;3;1
"FA20_59VX2M5LAQV8";6;5;2;4;5;1;4;3;3;3;2;2;2;4;3;1;3;3;4;4;4;4;1;5
"FA20_5ADZITPEMS0W";6;5;6;4;6;5;2;3;4;2;4;3;4;2;3;1;3;4;1;3;3;1;2;1
"FA20_5DH0P93R4EH5";4;3;3;3;2;1;3;2;3;3;3;3;2;3;3;3;5;1;2;2;2;4;3;3
"FA20_5F1UDWB09EH8";4;1;3;2;1;1;3;3;3;3;2;3;3;4;3;3;3;2;4;2;4;3;2;3
"FA20_5GF7F1UMHOZB";5;4;4;6;6;4;3;3;4;3;4;4;3;3;2;3;5;4;3;3;2;2;3;3
"FA20_5HEE35323MCE";6;4;3;5;6;5;3;3;4;2;4;4;4;3;4;3;4;3;5;2;2;1;1;1
"FA20_5HN4UYRBAJU6";6;5;4;5;5;2;3;2;2;4;3;3;3;2;1;4;5;4;2;4;2;1;2;2
"FA20_5IJVYO1EZW20";5;4;3;3;2;4;2;3;3;3;4;3;4;2;3;1;2;3;2;3;3;2;3;3
"FA20_5K7B05J08277";6;1;4;1;1;1;3;2;3;3;2;2;3;4;3;3;5;2;3;1;4;1;2;1
"FA20_5LZ04TT9OMPY";6;1;2;1;2;1;4;2;3;4;3;2;2;4;1;2;4;2;4;2;2;1;1;1
"FA20_5O972WLZHQFH";5;5;5;6;5;3;3;4;4;3;4;3;3;3;2;2;3;5;1;5;1;2;3;3
"FA20_5PGYS8YMJ7PK";6;5;4;5;5;3;3;4;4;2;4;3;3;3;2;2;5;4;3;1;3;1;1;1
"FA20_5Q6Q8EA4O0FL";6;3;2;2;2;1;2;3;4;2;4;3;3;2;3;4;3;1;5;1;4;2;3;2
"FA20_5QQCTDBWOOEC";6;3;5;3;2;6;4;3;4;4;4;2;3;3;2;2;5;4;3;3;3;2;3;3
"FA20_5SXI7HF90IG7";3;5;6;5;5;3;3;4;3;3;4;3;4;3;3;1;2;3;1;3;3;3;3;2
"FA20_5T5KVD0THMII";6;4;4;4;5;5;3;4;4;2;4;3;4;3;4;2;4;4;3;3;2;2;2;3
"FA20_5VCSPSIMHL1I";6;5;6;5;5;6;2;3;3;3;3;4;3;4;2;2;4;4;2;3;1;2;3;2
"FA20_5VL2BN2SYVN1";4;2;3;3;5;3;4;3;3;3;3;3;4;3;4;2;5;3;4;2;2;3;3;2
"FA20_5WPU4OHE3QWT";5;2;2;2;2;3;2;2;2;3;3;3;2;4;4;2;4;3;3;1;1;3;3;4
"FA20_5WXDO9CU7FGC";6;2;5;5;6;1;2;4;2;2;3;4;3;3;3;2;3;3;2;3;3;1;1;1
"FA20_5XXLF8A4JZS6";5;5;6;5;5;4;3;3;3;3;3;3;3;2;3;2;3;4;2;3;3;2;2;3
"FA20_5YEEYJ7U2X71";4;1;1;1;1;1;3;3;3;4;3;2;2;4;2;3;4;2;4;1;2;1;1;1
"FA20_60KKD7M33JRS";4;5;6;3;6;3;3;2;3;2;3;3;3;3;3;2;4;3;3;4;4;2;3;1
"FA20_60TZSWSJCXBE";3;2;5;4;3;1;4;3;3;3;2;3;2;4;3;4;5;1;4;2;3;4;2;3
"FA20_63QELRN5SEBB";2;5;6;5;5;5;3;4;3;2;4;3;3;2;3;2;2;4;2;5;3;4;3;3
"FA20_641FGGRLZ66S";5;7;6;7;7;7;3;4;3;2;3;3;4;3;3;1;3;4;2;3;3;1;1;1
"FA20_65LA8QRH88W2";4;4;5;6;6;5;2;4;4;2;4;4;4;2;4;1;1;5;1;3;4;2;3;1
"FA20_6ALBZ8A4C6WK";3;5;4;6;6;3;3;3;4;2;3;3;4;2;3;2;2;2;1;2;3;3;3;3
"FA20_6CHXRBKMGVN6";5;3;3;3;4;2;3;4;4;2;4;3;4;3;3;1;4;3;3;4;2;2;2;2
"FA20_6FV1II132CUF";3;4;4;5;3;3;2;3;3;2;4;3;3;3;2;2;2;4;2;4;4;2;3;3
"FA20_6K6RRGWKBBN6";6;3;5;5;5;4;4;3;3;2;3;3;3;3;4;1;3;4;2;2;2;3;3;2
"FA20_6KKUUQIR4HWF";3;4;4;6;6;5;1;4;4;2;3;4;4;2;4;1;1;4;1;5;3;1;4;4
"FA20_6KLKMOE12TEU";4;6;7;7;5;2;2;3;4;1;4;2;3;3;3;3;5;3;3;2;2;1;2;2
"FA20_6KT1SA9XP5DR";5;4;5;5;5;4;3;3;3;2;3;3;3;3;3;2;3;3;2;3;2;3;2;2
"FA20_6MR1B89IC49N";6;1;2;2;1;2;4;4;3;3;3;4;3;4;3;3;3;2;4;3;3;3;1;3
"FA20_6OVV7WQNFH6S";6;5;5;5;5;5;3;2;2;3;2;2;3;3;4;2;2;4;3;3;2;2;1;2
"FA20_6P7ZDV2NURY7";5;5;5;6;6;3;2;3;3;2;3;3;3;2;2;4;3;4;2;2;3;3;3;4
"FA20_6PAZ0W1NMROG";7;2;5;2;5;1;4;2;4;3;4;4;4;2;4;3;3;4;2;4;2;3;2;1
"FA20_6PP5DS82IEEX";2;2;5;5;5;4;3;2;4;3;3;2;3;4;2;1;4;2;4;3;3;2;4;4
"FA20_6QRPR6XE0GCJ";4;5;7;7;7;6;2;4;4;2;4;3;3;1;4;3;3;5;1;4;3;3;3;4
"FA20_6QYVFIYOJKPL";6;1;5;4;3;3;4;2;3;3;3;2;2;4;2;1;5;1;5;2;1;2;2;1
"FA20_6RRB7RD66BEJ";5;5;5;6;6;6;2;3;4;2;4;4;4;2;4;1;2;5;1;5;3;3;4;3
"FA20_6ST1I59HVNMX";6;6;5;6;5;2;2;4;4;1;4;3;4;1;4;1;2;5;1;5;5;1;2;2
"FA20_6WGF70A8NLNM";7;5;6;5;5;5;4;3;2;4;3;3;3;3;3;2;2;4;2;2;2;1;2;1
"FA20_6XZZ2LU7HWLW";3;6;6;6;7;6;1;3;4;2;4;3;3;2;3;2;1;4;1;3;4;2;3;3
"FA20_6Z3DJ0GJO69M";4;6;6;5;6;5;3;3;3;2;4;3;3;3;3;2;2;5;2;3;5;1;2;3
"FA20_6ZPA5DM5RN1V";4;4;4;2;7;7;4;1;2;4;3;2;2;3;2;1;2;3;1;2;3;2;1;2
"FA20_701VVZX5J1BY";6;6;7;6;7;6;3;4;4;2;4;4;4;3;2;2;4;4;2;3;3;1;1;1
"FA20_71PAYX2EVP0K";3;6;5;5;7;6;3;4;3;3;4;4;4;3;3;2;3;3;3;2;2;3;3;3
"FA20_73FSNKVTC24V";5;2;5;2;5;3;3;3;4;3;4;3;4;3;3;2;3;4;4;3;4;2;4;2
"FA20_76Y2OQ1BCCNM";1;3;3;3;3;3;3;2;2;4;2;2;3;2;2;2;4;2;3;2;2;2;2;2
"FA20_7CTRIIMK3C79";7;5;3;5;5;5;3;2;3;4;3;2;3;3;3;3;5;3;3;2;3;1;1;1
"FA20_7H5R3X5OMG7W";5;2;3;2;2;3;2;3;2;3;2;2;3;3;3;2;3;3;2;2;2;2;3;1
"FA20_7I3X1ETG9CP6";4;3;5;5;2;4;3;3;4;3;3;3;3;2;4;3;3;4;4;3;4;2;1;1
"FA20_7IGT49NYPIEZ";5;1;2;1;2;1;3;4;2;3;2;1;2;4;3;4;4;1;4;2;2;1;4;2
"FA20_7JQMSVAWVKEC";4;4;6;6;5;6;2;4;4;2;4;4;4;1;4;1;1;4;1;4;5;2;2;2
"FA20_7KMPJ7HZWJCJ";4;5;6;5;5;4;1;3;4;3;4;3;3;2;3;2;2;5;2;3;3;3;3;3
"FA20_7LEAL4COSLLI";3;6;5;6;6;5;2;4;4;2;3;3;4;2;4;2;3;5;2;4;3;3;4;4
"FA20_7LTLZXLJF9GR";6;5;6;6;5;5;2;3;2;3;3;2;2;3;2;2;3;4;2;2;1;2;3;4
"FA20_7NRJMU01TS1O";5;5;5;6;3;6;2;3;3;3;3;3;2;2;4;1;2;4;1;3;3;2;3;2
"FA20_7QWVRM603IBY";7;3;4;4;3;2;4;3;3;3;3;3;3;3;3;2;4;3;2;2;3;1;3;2
